team,player,category,FUM,LOST
PIT,Broderick Jones,fumbles,0,0
PIT,Calvin Austin III,fumbles,2,0
PIT,Cole Holcomb,fumbles,0,0
PIT,Damontae Kazee,fumbles,0,0
PIT,Dan Moore Jr.,fumbles,0,0
PIT,Diontae Johnson,fumbles,1,0
PIT,George Pickens,fumbles,3,0
PIT,Gunner Olszewski,fumbles,2,2
PIT,Isaac Seumalo,fumbles,0,0
PIT,Jaylen Warren,fumbles,4,2
PIT,Keanu Neal,fumbles,0,0
PIT,Kenny Pickett,fumbles,2,0
PIT,Larry Ogunjobi,fumbles,0,0
PIT,Markus Golden,fumbles,0,0
PIT,Mason Cole,fumbles,1,0
PIT,Mason Rudolph,fumbles,3,1
PIT,Mitchell Trubisky,fumbles,1,1
PIT,Najee Harris,fumbles,2,1
PIT,Nick Herbig,fumbles,0,0
PIT,T.J. Watt,fumbles,0,0
