week,opponent,result
1,DEN,LOSS
2,WSH,LOSS
3,ATL,LOSS
4,NO,WIN
5,DAL,LOSS
6,LAR,LOSS
7,CAR,WIN
8,KC,LOSS
9,LV,WIN
10,BYE,BYE
11,TB,LOSS
12,PHI,WIN
13,MIA,LOSS
14,LAC,LOSS
15,DAL,LOSS
16,PHI,LOSS
17,CHI,LOSS
18,WSH,LOSS
