team,player,category,CAR,YDS,AVG,TD,LONG
ARI,James Conner,rushing,14,62,4.4,0,12
ARI,Hollywood Brown,rushing,1,29,29.0,0,29
ARI,Joshua Dobbs,rushing,3,-3,-1.0,0,1
ARI,Keaontay Ingram,rushing,5,-4,-0.8,0,6
ARI,Rondale Moore,rushing,2,12,6.0,0,8
ATL,Bijan Robinson,rushing,10,56,5.6,0,21
ATL,Tyler Allgeier,rushing,15,75,5.0,2,22
ATL,Desmond Ridder,rushing,1,-1,-1.0,0,-1
BAL,Lamar Jackson,rushing,6,38,6.3,0,14
BAL,J.K. Dobbins,rushing,8,22,2.8,1,4
BAL,Justice Hill,rushing,8,9,1.1,2,4
BAL,Zay Flowers,rushing,2,9,4.5,0,6
BAL,Gus Edwards,rushing,8,32,4.0,0,13
BUF,James Cook III,rushing,12,46,3.8,0,13
BUF,Damien Harris,rushing,1,3,3.0,0,3
BUF,Deonte Harty,rushing,1,4,4.0,0,4
BUF,Latavius Murray,rushing,2,8,4.0,0,6
BUF,Josh Allen,rushing,6,36,6.0,0,14
CAR,Chuba Hubbard,rushing,9,60,6.7,0,21
CAR,Miles Sanders,rushing,18,72,4.0,0,10
CAR,Laviska Shenault Jr.,rushing,2,5,2.5,0,5
CAR,Bryce Young,rushing,3,17,5.7,0,16
CHI,Khalil Herbert,rushing,9,27,3.0,0,12
CHI,Cole Kmet,rushing,1,0,0.0,0,0
CHI,D'Onta Foreman,rushing,5,16,3.2,0,11
CHI,Roschon Johnson,rushing,5,20,4.0,1,11
CHI,Justin Fields,rushing,9,59,6.6,0,10
CIN,Joe Burrow,rushing,1,-1,-1.0,0,-1
CIN,Joe Mixon,rushing,13,56,4.3,0,22
CIN,Chris Evans,rushing,2,12,6.0,0,7
CIN,Trayveon Williams,rushing,2,7,3.5,0,5
CIN,Ja'Marr Chase,rushing,1,2,2.0,0,2
CIN,Jake Browning,rushing,1,-1,-1.0,0,-1
CLE,Deshaun Watson,rushing,5,45,9.0,1,13
CLE,Nick Chubb,rushing,18,106,5.9,0,17
CLE,Elijah Moore,rushing,2,19,9.5,0,19
CLE,Jerome Ford,rushing,15,36,2.4,0,17
DAL,Deuce Vaughn,rushing,6,8,1.3,0,5
DAL,KaVontae Turpin,rushing,3,14,4.7,1,7
DAL,Rico Dowdle,rushing,6,24,4.0,0,10
DAL,Tony Pollard,rushing,14,70,5.0,2,25
DAL,Dak Prescott,rushing,1,6,6.0,0,6
DEN,Javonte Williams,rushing,13,52,4.0,0,11
DEN,Samaje Perine,rushing,8,41,5.1,0,12
DEN,Russell Wilson,rushing,1,1,1.0,0,1
DET,David Montgomery,rushing,21,74,3.5,1,8
DET,Jahmyr Gibbs,rushing,7,42,6.0,0,18
DET,Jared Goff,rushing,5,-1,-0.2,0,2
DET,Jalen Reeves-Maybin,rushing,1,3,3.0,0,3
GB,Sean Clifford,rushing,1,0,0.0,0,0
GB,Jordan Love,rushing,3,12,4.0,0,9
GB,AJ Dillon,rushing,13,19,1.5,0,7
GB,Patrick Taylor Jr.,rushing,5,22,4.4,0,10
GB,Aaron Jones Sr.,rushing,9,41,4.6,1,9
GB,Jayden Reed,rushing,1,-2,-2.0,0,-2
HOU,Devin Singletary,rushing,7,15,2.1,0,4
HOU,Noah Brown,rushing,1,-1,-1.0,0,-1
HOU,Dameon Pierce,rushing,11,38,3.5,0,7
HOU,C.J. Stroud,rushing,4,20,5.0,0,11
IND,Anthony Richardson Sr.,rushing,10,40,4.0,1,12
IND,Deon Jackson,rushing,13,14,1.1,0,7
IND,Jake Funk,rushing,2,10,5.0,0,7
IND,Evan Hull,rushing,1,1,1.0,0,1
JAX,Tank Bigsby,rushing,7,13,1.9,1,4
JAX,Trevor Lawrence,rushing,7,21,3.0,0,11
JAX,D'Ernest Johnson,rushing,1,-4,-4.0,0,-4
JAX,Travis Etienne Jr.,rushing,18,77,4.3,1,26
JAX,Jamal Agnew,rushing,2,-2,-1.0,0,0
KC,Patrick Mahomes,rushing,6,45,7.5,0,16
KC,Isiah Pacheco,rushing,8,23,2.9,0,7
KC,Clyde Edwards-Helaire,rushing,6,22,3.7,0,5
KC,Skyy Moore,rushing,1,4,4.0,0,4
KC,Kadarius Toney,rushing,1,-1,-1.0,0,-1
KC,Rashee Rice,rushing,1,-3,-3.0,0,-3
LAC,Keenan Allen,rushing,2,6,3.0,0,4
LAC,Gerald Everett,rushing,1,2,2.0,0,2
LAC,Austin Ekeler,rushing,16,117,7.3,1,55
LAC,Justin Herbert,rushing,5,17,3.4,1,5
LAC,Joshua Kelley,rushing,16,91,5.7,1,14
LAR,Kyren Williams,rushing,15,52,3.5,2,9
LAR,Cam Akers,rushing,22,29,1.3,1,12
LAR,Matthew Stafford,rushing,3,11,3.7,0,9
LV,Josh Jacobs,rushing,19,48,2.5,0,7
LV,Jimmy Garoppolo,rushing,9,11,1.2,0,8
LV,Zamir White,rushing,1,2,2.0,0,2
MIA,Salvon Ahmed,rushing,3,11,3.7,0,8
MIA,Tua Tagovailoa,rushing,5,5,1.0,0,7
MIA,Erik Ezukanma,rushing,2,17,8.5,0,12
MIA,Raheem Mostert,rushing,10,37,3.7,1,12
MIN,Alexander Mattison,rushing,11,34,3.1,0,9
MIN,Ty Chandler,rushing,3,0,0.0,0,2
MIN,Kirk Cousins,rushing,3,7,2.3,0,4
NE,Ezekiel Elliott,rushing,7,29,4.1,0,11
NE,Rhamondre Stevenson,rushing,12,25,2.1,0,5
NE,Mac Jones,rushing,2,15,7.5,0,8
NE,Ty Montgomery II,rushing,1,7,7.0,0,7
NO,Rashid Shaheed,rushing,2,11,5.5,0,6
NO,Jamaal Williams,rushing,18,45,2.5,0,11
NO,Derek Carr,rushing,3,4,1.3,0,7
NO,Taysom Hill,rushing,3,4,1.3,0,4
NO,Tony Jones Jr.,rushing,1,5,5.0,0,5
NYG,Matt Breida,rushing,2,9,4.5,0,6
NYG,Gary Brightwell,rushing,1,5,5.0,0,5
NYG,Saquon Barkley,rushing,12,51,4.3,0,18
NYG,Daniel Jones,rushing,13,43,3.3,0,11
NYJ,Breece Hall,rushing,10,127,12.7,0,83
NYJ,Dalvin Cook,rushing,13,33,2.5,0,10
NYJ,Zach Wilson,rushing,4,6,1.5,0,6
NYJ,Michael Carter,rushing,1,6,6.0,0,6
PHI,Boston Scott,rushing,1,3,3.0,0,3
PHI,Jalen Hurts,rushing,9,37,4.1,0,14
PHI,Kenny Gainwell,rushing,14,54,3.9,0,16
PHI,D'Andre Swift,rushing,1,3,3.0,0,3
PIT,Kenny Pickett,rushing,1,4,4.0,0,4
PIT,Jaylen Warren,rushing,3,6,2.0,0,3
PIT,Najee Harris,rushing,6,31,5.2,0,24
SEA,Kenneth Walker III,rushing,12,64,5.3,0,15
SEA,Zach Charbonnet,rushing,3,11,3.7,0,9
SEA,Geno Smith,rushing,1,6,6.0,0,6
SEA,DeeJay Dallas,rushing,2,4,2.0,0,5
SF,Christian McCaffrey,rushing,22,152,6.9,1,65
SF,Brock Purdy,rushing,3,20,6.7,0,17
SF,Elijah Mitchell,rushing,5,10,2.0,0,4
SF,Deebo Samuel,rushing,2,8,4.0,0,5
SF,Sam Darnold,rushing,2,-2,-1.0,0,-1
TB,Rakim Jarrett,rushing,1,0,0.0,0,0
TB,Chase Edmonds,rushing,2,8,4.0,0,5
TB,Baker Mayfield,rushing,8,11,1.4,0,5
TB,Sean Tucker,rushing,5,15,3.0,0,5
TB,Rachaad White,rushing,17,39,2.3,0,6
TEN,Ryan Tannehill,rushing,3,5,1.7,0,2
TEN,Treylon Burks,rushing,1,9,9.0,0,9
TEN,Tyjae Spears,rushing,3,27,9.0,0,17
TEN,Derrick Henry,rushing,15,63,4.2,0,18
WSH,Sam Howell,rushing,2,11,5.5,1,6
WSH,Antonio Gibson,rushing,3,9,3.0,0,3
WSH,Curtis Samuel,rushing,1,6,6.0,0,6
WSH,Brian Robinson Jr.,rushing,19,59,3.1,0,7
WSH,Chris Rodriguez Jr.,rushing,3,7,2.3,0,3
