team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
ARI,Joshua Dobbs,passing,132,4.4,0,0,3,21,30
ATL,Desmond Ridder,passing,115,6.4,1,0,4,15,18
BAL,Lamar Jackson,passing,169,7.7,0,1,4,17,22
BUF,Josh Allen,passing,236,5.8,1,3,5,29,41
CAR,Bryce Young,passing,146,3.8,1,2,2,20,38
CHI,Justin Fields,passing,216,5.8,1,1,4,24,37
CIN,Joe Burrow,passing,82,2.6,0,0,2,14,31
CIN,Jake Browning,passing,0,0.0,0,0,0,0,1
CLE,Deshaun Watson,passing,154,5.3,1,1,3,16,29
DAL,Cooper Rush,passing,0,0.0,0,0,0,0,1
DAL,Dak Prescott,passing,143,6.0,0,0,0,13,24
DEN,Russell Wilson,passing,177,5.2,2,0,2,27,34
DET,Jared Goff,passing,253,7.2,1,0,1,22,35
GB,Jordan Love,passing,245,9.1,3,0,1,15,27
HOU,C.J. Stroud,passing,242,5.5,0,0,5,28,44
IND,Gardner Minshew II,passing,0,0.0,0,0,0,0,2
IND,Anthony Richardson Sr.,passing,223,6.0,1,1,4,24,37
JAX,Trevor Lawrence,passing,241,7.5,2,1,2,24,32
KC,Patrick Mahomes,passing,226,5.8,2,1,0,21,39
LAC,Justin Herbert,passing,229,6.9,1,0,3,23,33
LAR,Matthew Stafford,passing,334,8.8,0,0,0,24,38
LV,Jimmy Garoppolo,passing,200,7.7,2,1,0,20,26
MIA,Tua Tagovailoa,passing,466,10.4,3,1,0,28,45
MIN,Kirk Cousins,passing,344,7.8,2,1,2,33,44
NE,Mac Jones,passing,316,5.9,3,1,2,35,54
NO,Derek Carr,passing,305,9.2,1,1,4,23,33
NYG,Tyrod Taylor,passing,6,3.0,0,0,0,2,2
NYG,Daniel Jones,passing,104,3.7,0,2,7,15,28
NYJ,Aaron Rodgers,passing,0,0.0,0,0,1,0,1
NYJ,Zach Wilson,passing,140,6.7,1,1,2,14,21
PHI,Jalen Hurts,passing,170,5.2,1,0,3,22,33
PIT,Kenny Pickett,passing,232,5.0,1,2,5,31,46
SEA,Geno Smith,passing,112,4.3,1,0,2,16,26
SF,Brock Purdy,passing,220,7.6,2,0,3,19,29
TB,Baker Mayfield,passing,173,5.1,2,0,1,21,34
TEN,Ryan Tannehill,passing,198,5.8,0,3,3,16,34
WSH,Sam Howell,passing,202,6.5,1,1,6,19,31
