week,opponent,result
1,TEN,WIN
2,IND,LOSS
3,LAC,LOSS
4,CIN,WIN
5,PHI,WIN
6,NYJ,WIN
7,NYG,WIN
8,DAL,WIN
9,HOU,WIN
10,LV,WIN
11,KC,WIN
12,BYE,BYE
13,WSH,WIN
14,LV,WIN
15,GB,WIN
16,JAX,LOSS
17,KC,WIN
18,LAC,WIN
