team,player,category,REC,YDS,AVG,TD,LONG,TGTS
LAR,Allen Robinson,receiving,33,339,9.85,3,29,52
LAR,Austin Trammell,receiving,2,13,6.5,0,8,4
LAR,Ben Skowronek,receiving,39,376,8.31,0,32,61
LAR,Brandon Powell,receiving,24,156,4.97,0,16,32
LAR,Brycen Hopkins,receiving,7,109,10.14,0,22,11
LAR,Cam Akers,receiving,13,117,5.42,0,18,18
LAR,Cooper Kupp,receiving,75,812,10.46,6,75,98
LAR,Darrell Henderson Jr.,receiving,17,102,4.9,0,15,22
LAR,Jacob Harris,receiving,1,6,6.0,0,6,1
LAR,Jake Gervase,receiving,1,12,12.0,0,12,1
LAR,Kendall Blanton,receiving,2,35,17.5,0,28,2
LAR,Kyren Williams,receiving,9,76,6.55,0,15,12
LAR,Lance McCutcheon,receiving,0,0,0.0,0,0,5
LAR,Malcolm Brown,receiving,5,37,6.2,0,13,6
LAR,Ronnie Rivers,receiving,5,29,8.9,0,14,5
LAR,Tutu Atwell,receiving,18,298,17.91,1,62,35
LAR,Tyler Higbee,receiving,72,620,7.73,3,26,108
LAR,Van Jefferson,receiving,24,369,14.22,3,39,44
