team,player,category,FUM,LOST
GB,Aaron Jones Sr.,fumbles,2,1
GB,Carrington Valentine,fumbles,0,0
GB,De'Vondre Campbell,fumbles,0,0
GB,Devonte Wyatt,fumbles,0,0
GB,Dontayvion Wicks,fumbles,3,1
GB,Elgton Jenkins,fumbles,0,0
GB,Emanuel Wilson,fumbles,1,0
GB,Jayden Reed,fumbles,2,0
GB,Jonathan Owens,fumbles,0,0
GB,Jordan Love,fumbles,9,3
GB,Josiah Deguara,fumbles,0,0
GB,Karl Brooks,fumbles,0,0
GB,Keisean Nixon,fumbles,3,1
GB,Kingsley Enagbare,fumbles,0,0
GB,Kiondre Thomas,fumbles,0,0
GB,Rashan Gary,fumbles,0,0
GB,Rasul Douglas,fumbles,0,0
GB,Romeo Doubs,fumbles,1,0
GB,Rudy Ford,fumbles,0,0
GB,Samori Toure,fumbles,1,1
GB,Sean Clifford,fumbles,1,0
GB,Zach Tom,fumbles,0,0
