team,player,category,REC,YDS,AVG,TD,LONG,TGTS
GB,AJ Dillon,receiving,22,223,8.58,0,35,28
GB,Aaron Jones Sr.,receiving,30,233,8.45,1,51,43
GB,Ben Sims,receiving,4,21,3.5,1,12,6
GB,Bo Melton,receiving,16,218,11.98,1,37,24
GB,Christian Watson,receiving,28,422,16.74,5,77,53
GB,Dontayvion Wicks,receiving,39,581,13.14,4,35,58
GB,Emanuel Wilson,receiving,4,23,6.33,0,9,5
GB,James Robinson,receiving,1,-2,-2.0,0,-2,1
GB,Jayden Reed,receiving,64,793,13.09,8,59,94
GB,Josiah Deguara,receiving,8,65,9.25,0,19,8
GB,Luke Musgrave,receiving,34,352,11.19,1,37,46
GB,Malik Heath,receiving,15,125,5.43,1,16,24
GB,Patrick Taylor Jr.,receiving,11,49,2.78,0,16,17
GB,Romeo Doubs,receiving,59,674,10.62,8,36,96
GB,Samori Toure,receiving,8,78,7.25,0,35,18
GB,Tucker Kraft,receiving,31,355,10.79,2,43,40
