team,player,category,INT,YDS,TD
GB,Anthony Johnson Jr.,interceptions,1,1,0
GB,Corey Ballentine,interceptions,1,0,0
GB,Keisean Nixon,interceptions,1,2,0
GB,Quay Walker,interceptions,1,37,1
GB,Rasul Douglas,interceptions,1,-2,0
GB,Rudy Ford,interceptions,2,30,0
