team,player,category,REC,YDS,AVG,TD,LONG,TGTS
BUF,Amari Cooper,receiving,20,297,13.64,2,30,32
BUF,Curtis Samuel,receiving,31,253,5.6,1,38,46
BUF,Dalton Kincaid,receiving,44,448,10.93,2,29,75
BUF,Dawson Knox,receiving,22,311,12.57,1,39,33
BUF,James Cook III,receiving,32,258,10.01,2,28,38
BUF,Josh Allen,receiving,0,7,0.0,1,7,0
BUF,Keon Coleman,receiving,29,556,21.79,4,64,57
BUF,Khalil Shakir,receiving,76,821,10.95,4,52,100
BUF,Mack Hollins,receiving,31,378,10.1,5,44,50
BUF,Marquez Valdes-Scantling,receiving,2,26,5.2,0,19,9
BUF,Quintin Morris,receiving,5,36,4.54,1,14,8
BUF,Ray Davis,receiving,17,189,9.15,3,63,19
BUF,Ty Johnson,receiving,18,284,9.64,3,41,25
BUF,Tyrell Shavers,receiving,1,69,69.0,1,69,1
BUF,Zach Davidson,receiving,1,5,2.5,0,5,2
