team,player,category,FUM,LOST
BAL,Devin Duvernay,fumbles,0,0
BUF,Rasul Douglas,fumbles,0,0
BUF,James Cook III,fumbles,2,1
BUF,Josh Allen,fumbles,1,1
CAR,Ihmir Smith-Marsette,fumbles,1,0
CIN,DJ Reader,fumbles,0,0
CIN,Mike Hilton,fumbles,0,0
CIN,Orlando Brown Jr.,fumbles,0,0
CIN,Joe Burrow,fumbles,1,0
CLE,Wyatt Teller,fumbles,0,0
CLE,James Proche II,fumbles,1,1
CLE,Deshaun Watson,fumbles,1,0
DEN,Ja'Quan McMillian,fumbles,0,0
DEN,Alex Singleton,fumbles,0,0
DEN,Courtland Sutton,fumbles,1,1
GB,Aaron Jones Sr.,fumbles,0,0
GB,Dontayvion Wicks,fumbles,1,0
GB,Jayden Reed,fumbles,1,0
HOU,C.J. Stroud,fumbles,2,2
JAX,Christian Kirk,fumbles,1,1
JAX,Trevor Lawrence,fumbles,1,1
LV,Josh Jacobs,fumbles,2,1
LV,Aidan O'Connell,fumbles,1,0
NE,David Andrews,fumbles,0,0
NE,Hunter Henry,fumbles,1,0
NO,Cesar Ruiz,fumbles,0,0
NO,Derek Carr,fumbles,1,0
NYJ,Zach Wilson,fumbles,1,0
NYJ,Ashtyn Davis,fumbles,0,0
NYJ,Mekhi Becton,fumbles,0,0
SEA,Riq Woolen,fumbles,0,0
SF,Ambry Thomas,fumbles,0,0
SF,Nick Bosa,fumbles,0,0
TB,Tristan Wirfs,fumbles,0,0
TB,Baker Mayfield,fumbles,1,0
WSH,Sam Howell,fumbles,1,1
