team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
ARI,Matt Prater,kicking,100.0,56,13,4,4,1,1
ATL,Younghoe Koo,kicking,100.0,36,5,1,1,2,2
BAL,Justin Tucker,kicking,50.0,37,7,1,2,4,4
BUF,Tyler Bass,kicking,0.0,0,2,0,0,2,2
CAR,Eddy Pineiro,kicking,67.0,39,7,2,3,1,1
CHI,Cairo Santos,kicking,100.0,54,10,3,3,1,1
CIN,Evan McPherson,kicking,100.0,50,9,2,2,3,3
CLE,Dustin Hopkins,kicking,100.0,40,13,4,4,1,2
DAL,Brandon Aubrey,kicking,0.0,0,7,0,0,7,7
DEN,Wil Lutz,kicking,100.0,49,12,4,4,0,1
DET,Riley Patterson,kicking,100.0,41,11,2,2,5,5
GB,Anders Carlson,kicking,100.0,31,7,2,2,1,2
HOU,Matt Ammendola,kicking,100.0,45,12,3,3,3,3
IND,Matt Gay,kicking,50.0,51,4,1,2,1,1
JAX,Brandon McManus,kicking,100.0,37,3,1,1,0,0
LAC,Cameron Dicker,kicking,100.0,48,8,1,1,5,5
LV,Daniel Carlson,kicking,100.0,54,10,3,3,1,1
MIN,Greg Joseph,kicking,67.0,40,9,2,3,3,3
NE,Chad Ryland,kicking,67.0,37,6,2,3,0,0
NO,Blake Grupe,kicking,100.0,48,3,1,1,0,0
NYG,Randy Bullock,kicking,100.0,40,5,1,1,2,2
NYJ,Greg Zuerlein,kicking,100.0,53,12,4,4,0,0
PIT,Chris Boswell,kicking,100.0,49,11,3,3,2,2
SEA,Jason Myers,kicking,100.0,45,17,5,5,2,2
SF,Jake Moody,kicking,100.0,39,10,2,2,4,4
TB,Chase McLaughlin,kicking,100.0,35,8,2,2,2,2
TEN,Nick Folk,kicking,67.0,38,6,2,3,0,0
WSH,Joey Slye,kicking,100.0,49,8,2,2,2,3
