team,player,category,REC,YDS,AVG,TD,LONG,TGTS
WSH,Antonio Gibson,receiving,46,353,7.07,2,26,58
WSH,Armani Rogers,receiving,5,64,15.1,0,23,6
WSH,Brian Robinson Jr.,receiving,9,60,5.57,1,18,12
WSH,Cam Sims,receiving,8,89,7.42,0,21,18
WSH,Cole Turner,receiving,2,23,2.3,0,18,9
WSH,Curtis Samuel,receiving,64,656,10.02,4,49,92
WSH,Dax Milne,receiving,6,37,5.29,1,12,7
WSH,Dyami Brown,receiving,5,143,12.93,2,75,14
WSH,J.D. McKissic,receiving,27,173,4.64,0,14,40
WSH,Jahan Dotson,receiving,35,523,13.38,7,61,61
WSH,Jaret Patterson,receiving,0,0,0.0,0,0,1
WSH,John Bates,receiving,14,108,4.92,1,20,22
WSH,Jonathan Williams,receiving,7,40,6.5,0,21,10
WSH,Logan Thomas,receiving,39,323,7.34,1,27,61
WSH,Terry McLaurin,receiving,77,1191,15.82,5,52,120
