team,player,category,INT,YDS,TD
WSH,Danny Johnson,interceptions,1,0,0
WSH,Darrick Forrest,interceptions,4,1,0
WSH,Jonathan Allen,interceptions,1,1,0
WSH,Kendall Fuller,interceptions,3,66,2
