team,player,category,FUM,LOST
TEN,A.J. Brown,fumbles,0,0
TEN,Aaron Brewer,fumbles,1,0
TEN,Adrian Peterson,fumbles,0,0
TEN,Anthony Firkser,fumbles,2,1
TEN,Ben Jones,fumbles,0,0
TEN,Chester Rogers,fumbles,4,1
TEN,D'Onta Foreman,fumbles,2,1
TEN,Derrick Henry,fumbles,1,0
TEN,Dontrell Hilliard,fumbles,2,1
TEN,Elijah Molden,fumbles,0,0
TEN,Kevin Byard,fumbles,0,0
TEN,Khari Blasingame,fumbles,1,1
TEN,Matthias Farley,fumbles,0,0
TEN,Nick Westbrook-Ikhine,fumbles,1,1
TEN,Racey McMath,fumbles,1,1
TEN,Rashaan Evans,fumbles,0,0
TEN,Ryan Tannehill,fumbles,10,4
TEN,Taylor Lewan,fumbles,0,0
TEN,Tory Carter,fumbles,0,0
