team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
TEN,Michael Badgley,kicking,0.0,0,1,0,1,1,2
TEN,Randy Bullock,kicking,70.12,51,120,26,31,42,45
