team,player,category,REC,YDS,AVG,TD,LONG,TGTS
TEN,A.J. Brown,receiving,63,869,13.01,5,57,105
TEN,Adrian Peterson,receiving,4,8,2.0,0,5,4
TEN,Amani Hooker,receiving,1,6,6.0,0,6,1
TEN,Anthony Firkser,receiving,34,291,8.48,2,24,43
TEN,Cameron Batson,receiving,2,15,7.5,1,13,5
TEN,Chester Rogers,receiving,30,301,8.21,1,39,43
TEN,Cody Hollister,receiving,4,33,7.33,0,14,7
TEN,D'Onta Foreman,receiving,9,123,13.0,0,39,11
TEN,Darrynton Evans,receiving,2,11,5.5,0,6,2
TEN,Derrick Henry,receiving,18,154,8.38,0,16,20
TEN,Dez Fitzpatrick,receiving,5,49,8.57,1,18,8
TEN,Dontrell Hilliard,receiving,19,87,2.77,0,28,26
TEN,Geoff Swaim,receiving,31,210,5.37,3,26,40
TEN,Jeremy McNichols,receiving,28,240,6.92,1,27,38
TEN,Josh Reynolds,receiving,10,90,8.5,0,12,13
TEN,Julio Jones,receiving,31,434,12.11,1,51,48
TEN,Khari Blasingame,receiving,2,4,2.0,0,5,2
TEN,Marcus Johnson,receiving,9,160,7.55,0,50,19
TEN,MyCole Pruitt,receiving,14,145,9.18,3,22,18
TEN,Nick Westbrook-Ikhine,receiving,38,476,10.97,4,46,57
TEN,Racey McMath,receiving,2,8,1.6,0,9,6
TEN,Tommy Hudson,receiving,3,31,7.75,0,14,6
