team,player,category,CAR,YDS,AVG,TD,LONG
LAC,Amar Johnson,rushing,2,8,4.0,0,6
LAC,Derius Davis,rushing,2,5,2.5,0,3
LAC,Hassan Haskins,rushing,17,47,2.88,0,10
LAC,Jaret Patterson,rushing,41,159,3.02,1,22
LAC,Justin Herbert,rushing,83,498,6.5,2,41
LAC,Kimani Vidal,rushing,155,643,3.72,3,59
LAC,Najee Harris,rushing,15,61,4.4,0,7
LAC,Nyheim Hines,rushing,2,-2,-1.0,0,1
LAC,Omarion Hampton,rushing,124,545,4.46,4,54
LAC,Quentin Johnston,rushing,2,7,3.5,0,9
LAC,Trayveon Williams,rushing,3,-1,-0.3,0,2
LAC,Tre' Harris,rushing,2,10,5.0,0,7
LAC,Trey Lance,rushing,17,85,5.0,0,22
LAC,Tyler Conklin,rushing,1,2,2.0,0,2
