team,player,category,REC,YDS,AVG,TD,LONG,TGTS
LAC,Amar Johnson,receiving,0,0,0.0,0,0,1
LAC,Derius Davis,receiving,2,10,3.33,0,7,3
LAC,Hassan Haskins,receiving,4,13,4.0,0,9,4
LAC,Jaret Patterson,receiving,3,8,2.7,0,4,4
LAC,KeAndre Lambert-Smith,receiving,5,51,5.57,1,18,12
LAC,Keenan Allen,receiving,81,777,10.29,4,31,122
LAC,Kimani Vidal,receiving,16,136,10.55,1,60,22
LAC,Ladd McConkey,receiving,66,789,12.88,6,58,106
LAC,Najee Harris,receiving,3,25,7.5,0,11,3
LAC,Omarion Hampton,receiving,32,192,5.82,1,22,35
LAC,Oronde Gadsden,receiving,49,664,13.11,3,53,69
LAC,Quentin Johnston,receiving,51,735,13.12,8,60,85
LAC,Scott Matlock,receiving,4,12,2.5,1,5,4
LAC,Trayveon Williams,receiving,1,0,0.0,0,0,1
LAC,Tre' Harris,receiving,30,324,9.57,1,37,43
LAC,Trevor Penning,receiving,0,0,0.0,0,0,1
LAC,Tucker Fisk,receiving,2,19,4.75,0,12,4
LAC,Tyler Conklin,receiving,7,101,10.17,0,33,10
LAC,Will Dissly,receiving,11,97,7.48,0,18,16
