team,player,category,CAR,YDS,AVG,TD,LONG
TEN,Amani Hooker,rushing,1,2,2.0,0,2
TEN,Chig Okonkwo,rushing,2,6,3.0,0,4
TEN,Chris Moore,rushing,2,39,19.5,0,38
TEN,DeAndre Hopkins,rushing,2,9,4.5,0,5
TEN,Derrick Henry,rushing,280,1167,4.06,12,69
TEN,Jonathan Ward,rushing,3,11,3.7,0,8
TEN,Malik Willis,rushing,5,21,3.85,0,11
TEN,Ryan Stonehouse,rushing,1,-11,-11.0,0,-11
TEN,Ryan Tannehill,rushing,17,74,6.5,1,23
TEN,Treylon Burks,rushing,5,18,3.6,0,9
TEN,Ty Zentner,rushing,1,0,0.0,0,0
TEN,Tyjae Spears,rushing,100,453,4.75,2,23
TEN,Will Levis,rushing,25,57,2.24,1,11
