team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
TEN,DeAndre Hopkins,passing,0,0.0,0,0,0,0,1
TEN,Derrick Henry,passing,14,4.67,2,0,0,2,3
TEN,Malik Willis,passing,74,14.8,0,0,4,4,5
TEN,Ryan Tannehill,passing,1616,7.02,4,7,32,149,230
TEN,Will Levis,passing,1808,6.86,8,4,28,149,255
