team,player,category,REC,YDS,AVG,TD,LONG,TGTS
TEN,Chig Okonkwo,receiving,54,528,9.38,1,39,77
TEN,Chris Moore,receiving,22,424,21.31,0,49,35
TEN,Colton Dowell,receiving,1,3,1.5,0,3,2
TEN,DeAndre Hopkins,receiving,75,1057,14.46,7,61,137
TEN,Derrick Henry,receiving,28,214,8.06,0,46,36
TEN,Jeffery Simmons,receiving,1,2,2.0,1,2,1
TEN,Josh Whyle,receiving,9,94,9.12,1,24,15
TEN,Kevin Rader,receiving,1,6,3.0,0,6,3
TEN,Kyle Philips,receiving,15,181,8.22,0,29,22
TEN,Mason Kinsey,receiving,1,6,6.0,0,6,1
TEN,Nick Westbrook-Ikhine,receiving,28,370,15.97,3,33,45
TEN,Ryan Tannehill,receiving,0,0,0.0,0,0,1
TEN,Trevon Wesco,receiving,1,21,7.0,0,21,3
TEN,Treylon Burks,receiving,16,221,10.06,0,70,30
TEN,Tyjae Spears,receiving,52,385,8.27,1,48,70
