week,opponent,result
1,DAL,LOSS
2,JAX,WIN
3,NYG,LOSS
4,LV,LOSS
5,WSH,LOSS
6,PHI,LOSS
7,CIN,LOSS
8,BAL,WIN
9,LAC,LOSS
11,NO,LOSS
12,PIT,WIN
13,DEN,LOSS
14,PIT,LOSS
15,KC,LOSS
16,CIN,LOSS
17,MIA,LOSS
18,BAL,LOSS
