team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
LAC,Cameron Dicker,kicking,96.7,48,79,19,20,22,22
LAC,Dustin Hopkins,kicking,90.0,43,39,9,10,12,12
LAC,Taylor Bertolet,kicking,50.0,28,15,3,3,6,6
