week,opponent,result
1,NO,LOSS
2,LAR,LOSS
3,SEA,WIN
4,CLE,WIN
5,TB,LOSS
6,SF,WIN
7,CIN,LOSS
8,CAR,WIN
9,LAC,LOSS
10,CAR,LOSS
11,CHI,WIN
12,WSH,LOSS
13,PIT,LOSS
14,BYE,BYE
15,NO,LOSS
16,BAL,LOSS
17,ARI,WIN
18,TB,WIN
