team,player,category,REC,YDS,AVG,TD,LONG,TGTS
HOU,Andrew Beck,receiving,0,0,0.0,0,0,1
HOU,Brevin Jordan,receiving,2,7,3.5,0,4,3
HOU,C.J. Stroud,receiving,0,0,0.0,0,0,1
HOU,Cade Stover,receiving,15,133,7.36,1,27,22
HOU,Cam Akers,receiving,4,16,4.5,1,8,7
HOU,Dalton Schultz,receiving,53,532,10.73,2,32,85
HOU,Dameon Pierce,receiving,2,2,0.67,0,1,4
HOU,Dare Ogunbowale,receiving,19,198,6.52,1,31,28
HOU,Diontae Johnson,receiving,2,12,6.0,0,10,4
HOU,J.J. Taylor,receiving,2,0,0.0,0,2,3
HOU,Joe Mixon,receiving,36,309,9.79,1,37,52
HOU,John Metchie III,receiving,24,254,8.66,1,28,37
HOU,Nico Collins,receiving,68,1006,16.38,7,67,99
HOU,Robert Woods,receiving,20,203,8.98,0,32,30
HOU,Stefon Diggs,receiving,47,496,10.66,3,49,64
HOU,Tank Dell,receiving,51,667,11.98,3,50,81
HOU,Xavier Hutchinson,receiving,12,117,6.29,0,19,26
