week,opponent,result
1,LAC,LOSS
2,ARI,LOSS
3,TEN,LOSS
4,DEN,WIN
5,KC,LOSS
6,BYE,BYE
7,HOU,WIN
8,NO,LOSS
9,JAX,LOSS
10,IND,LOSS
11,DEN,WIN
12,SEA,WIN
13,LAC,WIN
14,LAR,LOSS
15,NE,WIN
16,PIT,LOSS
17,SF,LOSS
18,KC,LOSS
