team,player,category,FUM,LOST
CHI,Alex Leatherwood,fumbles,0,0
CHI,Chase Claypool,fumbles,1,1
CHI,Cole Kmet,fumbles,1,0
CHI,Dante Pettis,fumbles,1,0
CHI,David Montgomery,fumbles,2,2
CHI,Elijah Hicks,fumbles,0,0
CHI,Equanimeous St. Brown,fumbles,1,0
CHI,Ihmir Smith-Marsette,fumbles,1,1
CHI,Jack Sanborn,fumbles,0,0
CHI,Jaquan Brisker,fumbles,0,0
CHI,Jaylon Johnson,fumbles,0,0
CHI,Joe Thomas,fumbles,0,0
CHI,Josh Blackwell,fumbles,0,0
CHI,Justin Fields,fumbles,16,2
CHI,Justin Jones,fumbles,0,0
CHI,Kyler Gordon,fumbles,0,0
CHI,Lucas Patrick,fumbles,0,0
CHI,Mike Pennel,fumbles,0,0
CHI,Nsimba Webster,fumbles,1,0
CHI,Sam Mustipher,fumbles,2,0
CHI,Teven Jenkins,fumbles,1,0
CHI,Trenton Gill,fumbles,1,0
CHI,Trestan Ebner,fumbles,2,1
CHI,Velus Jones Jr.,fumbles,3,3
