team,player,category,REC,YDS,AVG,TD,LONG,TGTS
JAX,Austin Trammell,receiving,2,40,20.0,0,22,3
JAX,Brenton Strange,receiving,40,411,10.64,2,30,53
JAX,Brian Thomas Jr.,receiving,87,1282,15.88,10,85,133
JAX,Christian Kirk,receiving,27,379,17.01,1,61,47
JAX,D'Ernest Johnson,receiving,12,96,6.3,0,26,19
JAX,Devin Duvernay,receiving,11,79,4.89,0,28,16
JAX,Evan Engram,receiving,47,365,7.41,1,24,64
JAX,Gabe Davis,receiving,20,239,10.97,2,22,42
JAX,Josh Reynolds,receiving,1,11,3.67,0,11,5
JAX,Josiah Deguara,receiving,3,14,4.67,0,8,3
JAX,Luke Farrell,receiving,12,67,4.0,0,11,17
JAX,Parker Washington,receiving,32,390,10.04,3,30,51
JAX,Tank Bigsby,receiving,7,54,5.56,0,28,12
JAX,Tim Jones,receiving,3,41,13.67,0,20,5
JAX,Travis Etienne Jr.,receiving,39,254,6.65,0,26,52
JAX,Trevor Lawrence,receiving,0,-5,0.0,0,-5,0
