team,player,category,INT,YDS,TD
JAX,Andre Cisco,interceptions,1,22,0
JAX,Darnell Savage,interceptions,1,16,0
JAX,Devin Lloyd,interceptions,1,3,0
JAX,Foyesade Oluokun,interceptions,1,0,0
JAX,Jarrian Jones,interceptions,1,0,0
JAX,Montaric Brown,interceptions,1,0,0
