team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
NYJ,Aaron Rodgers,passing,3897,6.81,28,11,40,368,584
NYJ,Allen Lazard,passing,0,0.0,0,0,0,0,1
NYJ,Tyrod Taylor,passing,119,5.2,3,0,0,17,22
