team,player,category,REC,YDS,AVG,TD,LONG,TGTS
NYJ,Allen Lazard,receiving,37,530,12.55,6,52,60
NYJ,Braelon Allen,receiving,19,148,6.72,1,15,27
NYJ,Breece Hall,receiving,57,483,7.63,3,57,76
NYJ,Davante Adams,receiving,67,854,12.25,7,71,114
NYJ,Garrett Wilson,receiving,101,1104,11.31,7,42,154
NYJ,Irv Charles,receiving,0,0,0.0,0,0,1
NYJ,Isaiah Davis,receiving,9,75,7.66,1,24,12
NYJ,Jeremy Ruckert,receiving,18,105,5.02,0,12,28
NYJ,Kenny Yeboah,receiving,5,47,6.17,1,13,8
NYJ,Malachi Corley,receiving,3,16,4.0,0,10,6
NYJ,Mike Williams,receiving,12,166,11.51,0,22,21
NYJ,Tyler Conklin,receiving,51,449,7.92,4,27,72
NYJ,Xavier Gipson,receiving,6,39,5.17,1,17,10
