week,opponent,result
1,CHI,LOSS
2,NYJ,LOSS
3,GB,LOSS
4,MIA,WIN
6,IND,LOSS
7,BUF,LOSS
8,DET,LOSS
9,NE,WIN
10,LAC,LOSS
11,MIN,LOSS
12,HOU,WIN
13,WSH,LOSS
14,JAX,LOSS
15,CIN,LOSS
16,IND,LOSS
17,JAX,LOSS
18,HOU,LOSS
