team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
ARI,Chad Ryland,kicking,83.3,40,16,5,6,1,1
ATL,Younghoe Koo,kicking,66.7,41,7,2,3,1,1
BAL,Justin Tucker,kicking,50.0,50,7,2,4,1,2
BUF,Tyler Bass,kicking,0.0,0,5,0,1,5,5
CAR,Eddy Pineiro,kicking,60.0,47,11,3,5,2,2
CHI,Cairo Santos,kicking,0.0,0,2,0,0,2,2
CIN,Evan McPherson,kicking,100.0,38,8,1,1,5,5
CLE,Dustin Hopkins,kicking,50.0,45,6,1,2,3,3
DAL,Brandon Aubrey,kicking,100.0,33,9,2,2,3,3
DEN,Wil Lutz,kicking,100.0,36,11,2,2,5,5
DET,Jake Bates,kicking,75.0,48,11,3,4,2,2
GB,Brandon McManus,kicking,100.0,46,12,3,3,3,3
HOU,Ka'imi Fairbairn,kicking,100.0,53,11,3,3,2,2
IND,Matt Gay,kicking,100.0,25,5,1,1,2,2
JAX,Cam Little,kicking,66.7,33,6,2,3,0,0
KC,Matthew Wright,kicking,80.0,42,13,4,5,1,1
LAC,Cameron Dicker,kicking,100.0,51,9,3,3,0,0
LAR,Joshua Karty,kicking,0.0,0,3,0,0,3,3
LV,Daniel Carlson,kicking,25.0,27,5,1,4,2,2
MIA,Jason Sanders,kicking,100.0,33,3,1,1,0,0
MIN,Parker Romo,kicking,75.0,55,11,3,4,2,2
NE,Joey Slye,kicking,60.0,54,10,3,5,1,1
NO,Blake Grupe,kicking,66.7,54,6,2,3,0,0
NYG,Graham Gano,kicking,100.0,47,8,2,2,2,2
NYJ,Anders Carlson,kicking,0.0,0,1,0,0,1,2
PHI,Jake Elliott,kicking,100.0,35,6,1,1,3,3
PIT,Chris Boswell,kicking,75.0,50,14,3,4,5,5
SEA,Jason Myers,kicking,100.0,54,9,2,2,2,3
SF,Jake Moody,kicking,33.3,33,4,1,3,1,1
TB,Chase McLaughlin,kicking,80.0,51,14,4,5,2,2
TEN,Nick Folk,kicking,100.0,44,7,2,2,1,1
WSH,Zane Gonzalez,kicking,0.0,0,6,0,2,6,6
