team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
ARI,Kyler Murray,passing,260,5.8,1,2,1,31,45
ATL,Kirk Cousins,passing,245,6.3,0,4,1,24,39
BAL,Lamar Jackson,passing,237,6.6,2,0,3,23,36
BUF,Mitchell Trubisky,passing,4,4.0,0,0,0,1,1
BUF,Josh Allen,passing,148,8.7,2,0,0,13,17
CAR,Bryce Young,passing,298,6.5,1,0,1,26,46
CHI,Caleb Williams,passing,256,6.6,3,0,5,20,39
CIN,Joe Burrow,passing,309,8.1,3,1,4,28,38
CLE,Jameis Winston,passing,497,8.6,4,3,3,34,58
DAL,Cooper Rush,passing,195,5.4,1,0,0,21,36
DEN,Bo Nix,passing,294,8.4,1,2,0,18,35
DET,Jared Goff,passing,221,6.5,2,0,1,21,34
DET,Penei Sewell,passing,0,0.0,0,0,1,0,0
GB,Jordan Love,passing,274,9.8,2,0,0,21,28
HOU,C.J. Stroud,passing,242,7.1,1,0,2,22,34
IND,Anthony Richardson Sr.,passing,109,4.5,2,2,0,12,24
JAX,Mac Jones,passing,235,7.3,2,0,0,20,32
JAX,Trevor Lawrence,passing,41,4.1,0,1,0,4,10
KC,Patrick Mahomes,passing,306,6.7,1,0,5,26,46
LAC,JK Scott,passing,3,3.0,0,0,0,1,1
LAC,Justin Herbert,passing,147,6.4,0,0,5,16,23
LAR,Matthew Stafford,passing,183,7.6,2,0,2,14,24
LV,Aidan O'Connell,passing,340,9.7,2,0,3,23,35
MIA,Tua Tagovailoa,passing,365,7.9,2,0,5,37,46
MIN,Sam Darnold,passing,235,7.6,2,0,5,21,31
NE,Drake Maye,passing,238,7.9,1,1,4,24,30
NO,Derek Carr,passing,184,5.0,1,0,0,24,37
NYG,Drew Lock,passing,178,5.6,0,1,6,21,32
NYJ,Aaron Rodgers,passing,185,4.7,2,1,2,21,39
PHI,Jalen Hurts,passing,118,6.2,1,0,2,11,19
PIT,Russell Wilson,passing,414,10.9,3,1,2,29,38
SEA,Geno Smith,passing,206,6.6,1,0,3,20,31
SF,Brock Purdy,passing,94,5.2,0,0,2,11,18
TB,Baker Mayfield,passing,235,7.1,1,2,4,21,33
TB,Kyle Trask,passing,5,5.0,0,0,0,1,1
TEN,Will Levis,passing,212,5.7,2,0,2,18,37
WSH,Jayden Daniels,passing,206,6.9,3,1,2,25,30
