team,player,category,CAR,YDS,AVG,TD,LONG
ARI,Trey Benson,rushing,3,20,6.7,0,10
ARI,James Conner,rushing,17,68,4.0,0,16
ARI,Kyler Murray,rushing,7,48,6.9,0,19
ARI,Emari Demercado,rushing,3,12,4.0,0,8
ARI,Greg Dortch,rushing,1,6,6.0,0,6
ATL,Drake London,rushing,1,-3,-3.0,0,-3
ATL,Ray-Ray McCloud III,rushing,1,-2,-2.0,0,-2
ATL,Kirk Cousins,rushing,1,3,3.0,0,3
ATL,Tyler Allgeier,rushing,8,16,2.0,0,4
ATL,Bijan Robinson,rushing,26,102,3.9,1,15
BAL,Lamar Jackson,rushing,8,79,9.9,0,39
BAL,Derrick Henry,rushing,19,82,4.3,0,19
BAL,Mark Andrews,rushing,1,2,2.0,0,2
BAL,Zay Flowers,rushing,1,-3,-3.0,0,-3
BAL,Justice Hill,rushing,3,6,2.0,0,3
BUF,Ray Davis,rushing,11,63,5.7,1,13
BUF,Ty Johnson,rushing,5,28,5.6,0,8
BUF,Josh Allen,rushing,3,18,6.0,1,8
BUF,James Cook III,rushing,14,107,7.6,1,65
BUF,Mitchell Trubisky,rushing,4,-3,-0.8,0,0
BUF,Curtis Samuel,rushing,1,7,7.0,0,7
CAR,Bryce Young,rushing,3,17,5.7,1,10
CAR,Jonathon Brooks,rushing,6,18,3.0,0,9
CAR,Chuba Hubbard,rushing,12,43,3.6,0,9
CHI,Caleb Williams,rushing,4,39,9.8,0,13
CHI,D'Andre Swift,rushing,11,39,3.5,0,12
CIN,Chase Brown,rushing,12,70,5.8,1,40
CIN,Joe Burrow,rushing,2,9,4.5,0,8
CIN,Khalil Herbert,rushing,1,14,14.0,0,14
CLE,Elijah Moore,rushing,1,1,1.0,0,1
CLE,Jameis Winston,rushing,3,11,3.7,0,6
CLE,Nick Chubb,rushing,9,21,2.3,0,10
CLE,Jerome Ford,rushing,9,41,4.6,0,21
CLE,Kadarius Toney,rushing,1,3,3.0,0,3
DAL,Ezekiel Elliott,rushing,1,4,4.0,0,4
DAL,Hunter Luepke,rushing,3,4,1.3,0,2
DAL,KaVontae Turpin,rushing,1,2,2.0,0,2
DAL,Cooper Rush,rushing,5,0,0.0,0,4
DAL,Rico Dowdle,rushing,22,112,5.1,1,22
DEN,Michael Burton,rushing,1,1,1.0,1,1
DEN,Jaleel McLaughlin,rushing,14,84,6.0,0,18
DEN,Audric Estime,rushing,3,12,4.0,0,8
DEN,Marvin Mims Jr.,rushing,1,4,4.0,0,4
DEN,Bo Nix,rushing,3,4,1.3,0,6
DEN,Javonte Williams,rushing,4,1,0.3,1,2
DET,David Montgomery,rushing,21,88,4.2,0,13
DET,Jahmyr Gibbs,rushing,9,87,9.7,0,28
DET,Jameson Williams,rushing,2,18,9.0,0,15
DET,Jared Goff,rushing,1,1,1.0,0,1
GB,Josh Jacobs,rushing,19,43,2.3,1,11
GB,Emanuel Wilson,rushing,2,20,10.0,0,15
GB,Chris Brooks,rushing,3,28,9.3,0,18
GB,Jayden Reed,rushing,1,23,23.0,0,23
HOU,C.J. Stroud,rushing,5,7,1.4,0,6
HOU,Joe Mixon,rushing,20,101,5.1,1,30
IND,Anthony Richardson Sr.,rushing,9,48,5.3,1,13
IND,Jonathan Taylor,rushing,25,96,3.8,0,9
JAX,Mac Jones,rushing,3,6,2.0,0,5
JAX,Travis Etienne Jr.,rushing,13,46,3.5,0,9
JAX,Tank Bigsby,rushing,7,28,4.0,0,19
JAX,Brian Thomas Jr.,rushing,1,11,11.0,0,11
JAX,Trevor Lawrence,rushing,1,6,6.0,0,6
KC,Kareem Hunt,rushing,7,15,2.1,0,4
KC,Isiah Pacheco,rushing,7,44,6.3,0,34
KC,Patrick Mahomes,rushing,2,4,2.0,0,5
LAC,Kimani Vidal,rushing,4,20,5.0,0,16
LAC,Derius Davis,rushing,1,3,3.0,0,3
LAC,Justin Herbert,rushing,5,1,0.2,0,2
LAC,Gus Edwards,rushing,6,32,5.3,0,12
LAC,Hassan Haskins,rushing,1,0,0.0,0,0
LAR,Blake Corum,rushing,8,42,5.3,0,10
LAR,Puka Nacua,rushing,1,7,7.0,0,7
LAR,Matthew Stafford,rushing,4,3,0.8,0,4
LAR,Kyren Williams,rushing,15,104,6.9,1,17
LAR,Tutu Atwell,rushing,1,0,0.0,0,0
LV,Sincere McCormick,rushing,12,64,5.3,0,17
LV,Ameer Abdullah,rushing,10,39,3.9,0,11
LV,Tre Tucker,rushing,1,11,11.0,0,11
LV,Brock Bowers,rushing,1,2,2.0,0,2
LV,Aidan O'Connell,rushing,1,0,0.0,0,0
