week,opponent,result
1,ATL,WIN
2,SF,LOSS
3,DAL,LOSS
4,KC,LOSS
5,CAR,WIN
6,TB,LOSS
7,LV,LOSS
8,DET,WIN
9,LAC,LOSS
10,DEN,WIN
11,NO,WIN
12,NYG,LOSS
13,NYJ,WIN
14,BYE,BYE
15,WSH,WIN
16,NYG,WIN
17,WSH,WIN
18,DAL,LOSS
