week,opponent,result
1,ARI,WIN
2,LAC,WIN
3,IND,LOSS
4,TB,WIN
5,LV,WIN
6,BUF,LOSS
7,SF,WIN
8,BYE,BYE
9,TEN,WIN
10,JAX,WIN
11,LAC,WIN
12,LAR,WIN
13,CIN,LOSS
14,DEN,WIN
15,HOU,WIN
16,SEA,WIN
17,DEN,WIN
18,LV,WIN
