team,player,category,REC,YDS,AVG,TD,LONG,TGTS
BUF,Cole Beasley,receiving,2,18,9.0,0,9,2
BUF,Dawson Knox,receiving,48,517,9.27,6,45,65
BUF,Devin Singletary,receiving,38,280,6.21,1,22,52
BUF,Gabe Davis,receiving,48,836,17.43,7,98,93
BUF,Isaiah Hodgins,receiving,4,41,10.3,0,26,6
BUF,Isaiah McKenzie,receiving,42,423,8.35,4,30,65
BUF,Jake Kumerow,receiving,4,64,8.0,0,39,7
BUF,James Cook III,receiving,21,180,8.05,1,41,32
BUF,Jamison Crowder,receiving,6,60,10.32,0,16,13
BUF,John Brown,receiving,1,42,21.0,1,42,2
BUF,Khalil Shakir,receiving,10,161,9.95,1,31,20
BUF,Nyheim Hines,receiving,5,53,7.57,1,21,9
BUF,Quintin Morris,receiving,8,84,7.83,1,26,11
BUF,Reggie Gilliam,receiving,8,69,9.38,1,14,10
BUF,Stefon Diggs,receiving,108,1429,13.47,11,53,154
BUF,Tanner Gentry,receiving,0,0,0.0,0,0,1
BUF,Tommy Sweeney,receiving,1,7,7.0,0,7,1
BUF,Zack Moss,receiving,7,27,3.17,0,8,8
