team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
ARI,Matt Prater,kicking,100.0,44,8,2,2,2,2
ATL,Younghoe Koo,kicking,100.0,41,13,3,3,4,4
BAL,Justin Tucker,kicking,67.0,30,9,2,3,3,3
BUF,Tyler Bass,kicking,100.0,42,9,2,2,3,3
CAR,Eddy Pineiro,kicking,67.0,42,8,2,3,2,3
CHI,Cairo Santos,kicking,100.0,36,5,1,1,2,2
CIN,Evan McPherson,kicking,0.0,0,1,0,1,1,2
CLE,Cade York,kicking,50.0,55,6,1,2,3,3
DAL,Brett Maher,kicking,0.0,0,7,0,0,7,7
DEN,Brandon McManus,kicking,0.0,0,3,0,0,3,3
DET,Michael Badgley,kicking,100.0,42,9,2,2,3,3
GB,Mason Crosby,kicking,50.0,38,5,1,2,2,2
HOU,Ka'imi Fairbairn,kicking,100.0,43,4,1,1,1,1
IND,Chase McLaughlin,kicking,100.0,46,10,3,3,1,1
JAX,Riley Patterson,kicking,100.0,37,5,1,1,2,2
LAR,Matt Gay,kicking,0.0,0,2,0,0,2,2
MIA,Jason Sanders,kicking,100.0,45,7,1,1,4,4
MIN,Greg Joseph,kicking,0.0,0,4,0,1,4,5
NE,Nick Folk,kicking,100.0,52,16,5,5,1,1
NO,Wil Lutz,kicking,50.0,37,6,1,2,3,3
NYG,Graham Gano,kicking,100.0,45,7,2,2,1,1
NYJ,Greg Zuerlein,kicking,50.0,28,5,1,2,2,2
PHI,Jake Elliott,kicking,0.0,0,5,0,0,5,5
PIT,Nick Sciba,kicking,100.0,38,7,2,2,1,1
SEA,Jason Myers,kicking,100.0,51,9,2,2,3,3
SF,Robbie Gould,kicking,100.0,29,7,1,1,4,4
TB,Ryan Succop,kicking,100.0,31,10,3,3,1,1
TEN,Randy Bullock,kicking,50.0,29,5,1,2,2,2
WSH,Joey Slye,kicking,100.0,28,5,1,1,2,2
