team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
ARI,Kyler Murray,passing,326,7.4,3,2,4,31,44
ATL,Marcus Mariota,passing,253,9.0,3,2,2,20,28
BAL,Lamar Jackson,passing,238,6.3,2,0,3,27,38
BUF,Josh Allen,passing,218,8.7,2,2,2,13,25
CAR,PJ Walker,passing,317,8.8,1,1,1,19,36
CHI,Justin Fields,passing,151,6.6,2,0,4,17,23
CHI,Trevor Siemian,passing,5,5.0,0,0,0,1,1
CIN,Joe Burrow,passing,232,6.6,2,1,5,25,35
CLE,Jacoby Brissett,passing,278,12.6,1,0,2,17,22
CLE,Amari Cooper,passing,0,0.0,0,1,0,0,1
DAL,Dak Prescott,passing,250,9.3,2,1,1,21,27
DEN,Russell Wilson,passing,252,8.4,1,1,3,18,30
DET,Jared Goff,passing,321,8.7,1,0,1,27,37
GB,Aaron Rodgers,passing,203,6.8,2,1,2,19,30
HOU,Rex Burkhead,passing,0,0.0,0,0,0,0,1
HOU,Davis Mills,passing,152,5.2,1,1,3,17,29
IND,Sam Ehlinger,passing,201,8.7,0,0,2,17,23
JAX,Trevor Lawrence,passing,133,4.3,1,2,2,18,31
LAR,Matthew Stafford,passing,187,5.7,1,0,2,22,33
LV,Jarrett Stidham,passing,72,5.5,0,0,1,8,13
LV,Derek Carr,passing,101,3.9,0,1,3,15,26
MIA,Tua Tagovailoa,passing,382,10.6,3,0,2,29,36
MIN,Kirk Cousins,passing,232,6.4,2,0,3,24,36
NE,Mac Jones,passing,194,5.5,1,1,6,24,35
NO,Taysom Hill,passing,2,2.0,0,0,0,1,1
NO,Andy Dalton,passing,229,7.6,2,0,0,22,30
NYG,Daniel Jones,passing,176,5.7,0,0,5,17,31
NYJ,Zach Wilson,passing,355,8.7,2,3,2,20,41
PHI,Jalen Hurts,passing,285,10.2,4,0,3,19,28
PHI,Gardner Minshew II,passing,23,11.5,0,0,0,1,2
PIT,Kenny Pickett,passing,191,5.0,0,1,6,25,38
PIT,Chase Claypool,passing,1,1.0,1,0,0,1,1
PIT,Najee Harris,passing,4,4.0,0,0,0,1,1
SEA,Geno Smith,passing,212,6.2,2,0,3,23,34
SF,Jimmy Garoppolo,passing,235,9.4,2,0,3,21,25
SF,Christian McCaffrey,passing,34,34.0,1,0,0,1,1
TB,Tom Brady,passing,325,7.4,1,0,3,26,44
TEN,Malik Willis,passing,55,5.5,0,1,3,6,10
WSH,Taylor Heinicke,passing,279,9.0,1,1,2,23,31
