team,player,category,FUM,LOST
ARI,Isaiah Simmons,fumbles,0,0
ARI,Kyler Murray,fumbles,1,0
ARI,Greg Dortch,fumbles,1,1
ATL,Caleb Huntley,fumbles,1,0
BAL,Kevon Seymour,fumbles,0,0
BUF,Stefon Diggs,fumbles,1,0
CHI,David Montgomery,fumbles,1,1
CIN,Akeem Davis-Gaither,fumbles,0,0
CIN,Joe Burrow,fumbles,1,1
CLE,Jacoby Brissett,fumbles,1,1
CLE,Tommy Togiai,fumbles,0,0
DAL,Micah Parsons,fumbles,0,0
DET,Malcolm Rodriguez,fumbles,0,0
HOU,Dare Ogunbowale,fumbles,0,0
IND,Jonathan Taylor,fumbles,1,1
IND,Sam Ehlinger,fumbles,1,1
JAX,Trevor Lawrence,fumbles,1,0
JAX,Tyler Shatley,fumbles,0,0
MIA,Braylon Sanders,fumbles,1,1
MIN,Kirk Cousins,fumbles,1,1
MIN,Troy Dye,fumbles,0,0
NE,Cole Strange,fumbles,0,0
NE,Mac Jones,fumbles,1,0
NYG,Daniel Jones,fumbles,1,0
NYG,Adoree' Jackson,fumbles,0,0
NYG,Richie James,fumbles,2,2
PHI,Avonte Maddox,fumbles,0,0
PIT,Kenny Pickett,fumbles,2,1
SEA,Tyler Lockett,fumbles,1,1
SEA,Will Dissly,fumbles,0,0
SEA,Joey Blount,fumbles,0,0
SF,Christian McCaffrey,fumbles,1,0
SF,Ray-Ray McCloud III,fumbles,0,0
TB,Dee Delaney,fumbles,1,1
TEN,Robert Woods,fumbles,1,1
WSH,Casey Toohill,fumbles,0,0
WSH,Daron Payne,fumbles,0,0
