team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
KC,Chad Henne,passing,0,0.0,0,0,0,0,2
KC,Patrick Mahomes,passing,5250,8.22,41,12,26,435,648
KC,Tommy Townsend,passing,0,0.0,0,0,0,0,1
