week,opponent,result
1,NO,LOSS
2,LAC,LOSS
3,LV,WIN
4,CIN,LOSS
5,CHI,LOSS
6,ATL,LOSS
7,WSH,LOSS
8,DEN,LOSS
9,NO,WIN
10,NYG,WIN
12,KC,LOSS
13,TB,LOSS
14,PHI,LOSS
15,DAL,LOSS
16,ARI,WIN
17,TB,LOSS
18,ATL,WIN
