team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
ARI,Jacoby Brissett,passing,203,6.5,1,1,2,16,31
ATL,Kirk Cousins,passing,197,5.6,2,1,1,21,35
BAL,Tyler Huntley,passing,65,6.5,0,0,1,9,10
BAL,Lamar Jackson,passing,101,10.1,0,0,0,7,10
BUF,Josh Allen,passing,130,6.8,0,0,2,12,19
CAR,Bryce Young,passing,191,6.0,2,0,2,21,32
CHI,Caleb Williams,passing,250,7.4,2,0,0,19,34
CIN,Joe Burrow,passing,309,9.7,4,0,2,25,32
CIN,Joe Flacco,passing,4,4.0,0,0,0,1,1
CLE,Corey Bojorquez,passing,0,0.0,0,0,0,0,1
CLE,Dillon Gabriel,passing,0,0.0,0,0,1,0,0
CLE,Shedeur Sanders,passing,157,5.4,1,2,2,20,29
DAL,Dak Prescott,passing,244,8.1,2,0,1,21,30
DAL,Joe Milton III,passing,11,5.5,0,0,0,2,2
DEN,Bo Nix,passing,352,7.5,1,1,1,28,47
DET,Jared Goff,passing,364,6.7,3,0,3,34,54
GB,Malik Willis,passing,121,11.0,1,0,2,9,11
GB,Jordan Love,passing,77,5.9,0,0,0,8,13
HOU,C.J. Stroud,passing,187,5.3,1,0,0,23,35
IND,Philip Rivers,passing,277,7.9,2,1,2,23,35
IND,Riley Leonard,passing,0,0.0,0,0,0,0,1
JAX,Trevor Lawrence,passing,279,7.8,3,0,5,23,36
KC,Chris Oladokun,passing,111,6.9,0,0,4,11,16
KC,Gardner Minshew II,passing,15,1.9,0,0,0,3,8
LAC,Justin Herbert,passing,300,10.3,2,0,0,23,29
LAR,Matthew Stafford,passing,457,9.3,3,0,0,29,49
LV,Geno Smith,passing,201,8.7,2,1,3,16,23
MIA,Quinn Ewers,passing,260,8.7,0,2,0,20,30
MIN,J.J. McCarthy,passing,108,7.7,0,1,3,9,14
MIN,Max Brosmer,passing,52,5.8,0,0,1,7,9
NE,Marte Mapu,passing,0,0.0,0,0,1,0,0
NE,Drake Maye,passing,380,8.6,2,1,3,31,44
NO,Taysom Hill,passing,38,38.0,1,0,0,1,1
NO,Tyler Shough,passing,308,6.3,1,0,3,32,49
NYG,Jaxson Dart,passing,33,2.5,0,1,5,7,13
NYJ,Brady Cook,passing,188,5.4,0,1,8,22,35
PHI,Jalen Hurts,passing,185,6.2,2,0,2,22,30
PIT,Aaron Rodgers,passing,266,6.5,1,0,2,27,41
SEA,Sam Darnold,passing,270,7.9,2,2,4,22,34
SF,Brock Purdy,passing,295,8.7,5,1,1,25,34
TB,Baker Mayfield,passing,145,5.6,1,1,2,18,26
TEN,Cam Ward,passing,228,8.1,2,0,2,21,28
WSH,Marcus Mariota,passing,95,6.8,0,0,1,7,14
WSH,Josh Johnson,passing,43,4.8,0,1,1,5,9
