team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
ARI,Chad Ryland,kicking,66.7,51,13,4,6,1,1
ATL,Zane Gonzalez,kicking,100.0,49,8,2,2,2,3
BAL,Tyler Loop,kicking,50.0,36,6,1,2,3,3
BUF,Michael Badgley,kicking,100.0,41,5,1,1,2,3
CAR,Ryan Fitzgerald,kicking,100.0,48,11,3,3,2,2
CHI,Cairo Santos,kicking,100.0,51,10,3,3,1,1
CIN,Evan McPherson,kicking,100.0,45,14,1,1,6,6
CLE,Andre Szmyt,kicking,100.0,41,8,2,2,2,2
DAL,Brandon Aubrey,kicking,100.0,33,5,1,1,2,2
DEN,Wil Lutz,kicking,66.7,54,8,2,3,2,2
DET,Jake Bates,kicking,100.0,36,6,1,1,3,3
GB,Brandon McManus,kicking,100.0,28,10,3,3,1,1
HOU,Ka'imi Fairbairn,kicking,100.0,55,11,3,3,2,2
IND,Blake Grupe,kicking,100.0,51,9,2,2,3,3
JAX,Cam Little,kicking,100.0,47,10,2,2,4,4
KC,Harrison Butker,kicking,75.0,54,9,3,4,0,0
LAC,Cameron Dicker,kicking,100.0,37,10,2,2,4,4
LAR,Harrison Mevis,kicking,75.0,41,13,3,4,4,4
LV,Daniel Carlson,kicking,0.0,0,3,0,0,3,3
MIA,Riley Patterson,kicking,0.0,0,5,0,0,3,3
MIN,Will Reichard,kicking,100.0,43,10,3,3,1,1
NE,Andy Borregales,kicking,100.0,45,8,2,2,2,2
NO,Charlie Smyth,kicking,83.3,50,17,5,6,2,2
NYG,Ben Sauls,kicking,100.0,39,7,2,2,1,1
NYJ,Nick Folk,kicking,100.0,36,6,2,2,0,0
PHI,Jake Elliott,kicking,0.0,0,3,0,2,3,3
PIT,Chris Boswell,kicking,66.7,59,9,2,3,3,3
SEA,Jason Myers,kicking,0.0,0,2,0,0,2,2
SF,Eddy Pineiro,kicking,66.7,38,12,2,3,6,6
TB,Chase McLaughlin,kicking,100.0,50,8,2,2,2,2
TEN,Joey Slye,kicking,100.0,27,6,1,1,3,3
WSH,Jake Moody,kicking,100.0,20,4,1,1,1,1
