team,player,category,CAR,YDS,AVG,TD,LONG
HOU,Amari Rodgers,rushing,2,7,3.5,0,4
HOU,Brandin Cooks,rushing,2,7,3.5,0,5
HOU,Chris Moore,rushing,3,3,1.0,0,3
HOU,Dameon Pierce,rushing,220,939,4.02,4,75
HOU,Dare Ogunbowale,rushing,42,123,2.98,1,11
HOU,Davis Mills,rushing,32,108,3.11,2,17
HOU,Eno Benjamin,rushing,3,1,0.3,0,4
HOU,Jeff Driskel,rushing,20,75,4.13,0,10
HOU,Kyle Allen,rushing,6,13,1.75,0,5
HOU,M.J. Stewart,rushing,1,3,3.0,0,3
HOU,Rex Burkhead,rushing,26,80,3.49,0,9
HOU,Royce Freeman,rushing,41,117,2.85,0,11
