team,player,category,REC,YDS,AVG,TD,LONG,TGTS
HOU,Amari Rodgers,receiving,12,154,15.52,1,37,17
HOU,Brandin Cooks,receiving,57,699,12.54,3,44,93
HOU,Brevin Jordan,receiving,14,128,8.0,0,20,28
HOU,Chris Conley,receiving,0,0,0.0,0,0,2
HOU,Chris Moore,receiving,48,548,10.57,2,52,74
HOU,Dameon Pierce,receiving,30,165,6.42,1,16,39
HOU,Dare Ogunbowale,receiving,20,104,5.14,0,23,26
HOU,Jalen Camp,receiving,1,7,7.0,0,7,1
HOU,Jeff Driskel,receiving,1,4,4.0,0,4,1
HOU,Jordan Akins,receiving,37,495,11.63,5,46,54
HOU,Mason Schreck,receiving,2,6,3.0,0,6,2
HOU,Nico Collins,receiving,37,481,14.1,2,58,66
HOU,O.J. Howard,receiving,10,145,9.14,2,26,23
HOU,Pharaoh Brown,receiving,7,72,11.77,0,30,10
HOU,Phillip Dorsett II,receiving,20,257,8.59,1,34,40
HOU,Rex Burkhead,receiving,37,204,5.37,1,17,51
HOU,Royce Freeman,receiving,6,33,4.92,0,9,8
HOU,Teagan Quitoriano,receiving,7,113,6.81,2,52,14
HOU,Troy Hairston,receiving,5,19,2.21,0,7,8
HOU,Tyron Billy-Johnson,receiving,1,8,8.0,0,8,1
