team,player,category,REC,YDS,AVG,TD,LONG,TGTS
DEN,Adam Trautman,receiving,22,204,7.74,3,24,35
DEN,Brandon Johnson,receiving,19,284,11.2,4,50,30
DEN,Chris Manhertz,receiving,2,16,4.0,0,10,4
DEN,Courtland Sutton,receiving,59,772,13.26,10,46,90
DEN,Greg Dulcich,receiving,3,25,7.0,0,13,4
DEN,Jaleel McLaughlin,receiving,31,160,4.38,2,22,36
DEN,Javonte Williams,receiving,47,228,4.83,2,18,58
DEN,Jerry Jeudy,receiving,54,758,14.38,2,47,87
DEN,Lil'Jordan Humphrey,receiving,13,162,10.12,3,54,19
DEN,Lucas Krull,receiving,8,95,9.57,1,35,14
DEN,Marvin Mims Jr.,receiving,22,377,11.89,1,60,33
DEN,Michael Burton,receiving,3,8,2.67,0,4,3
DEN,Nate Adkins,receiving,4,22,4.5,0,11,5
DEN,Phillip Dorsett II,receiving,0,0,0.0,0,0,3
DEN,Samaje Perine,receiving,50,455,9.06,0,29,56
