team,player,category,CAR,YDS,AVG,TD,LONG
ARI,Bam Knight,rushing,5,24,4.8,1,7
ARI,Michael Carter,rushing,2,6,3.0,0,3
ARI,Jacoby Brissett,rushing,2,-2,-1.0,0,2
ARI,Emari Demercado,rushing,5,8,1.6,0,5
ATL,Tyler Allgeier,rushing,3,10,3.3,1,5
ATL,Bijan Robinson,rushing,23,104,4.5,2,19
ATL,Michael Penix Jr.,rushing,1,9,9.0,0,9
ATL,Kirk Cousins,rushing,1,2,2.0,0,2
BAL,Lamar Jackson,rushing,4,10,2.5,0,13
BAL,Keaton Mitchell,rushing,6,31,5.2,0,10
BAL,Mark Andrews,rushing,1,35,35.0,1,35
BAL,Derrick Henry,rushing,18,103,5.7,1,59
BAL,Zay Flowers,rushing,1,5,5.0,0,5
BUF,Ty Johnson,rushing,1,9,9.0,0,9
BUF,Josh Allen,rushing,6,40,6.7,3,12
BUF,James Cook III,rushing,16,48,3.0,0,8
CAR,Rico Dowdle,rushing,19,45,2.4,0,6
CAR,Chuba Hubbard,rushing,4,21,5.3,0,6
CAR,Trevor Etienne,rushing,1,2,2.0,0,2
CAR,Bryce Young,rushing,1,-1,-1.0,0,-1
CHI,Travis Homer,rushing,1,-2,-2.0,0,-2
CHI,Kyle Monangai,rushing,12,23,1.9,1,9
CHI,D'Andre Swift,rushing,21,90,4.3,0,11
CHI,Caleb Williams,rushing,4,26,6.5,0,16
CHI,DJ Moore,rushing,1,3,3.0,0,3
CIN,Chase Brown,rushing,18,99,5.5,0,35
CIN,Tahj Brooks,rushing,1,5,5.0,0,5
CIN,Kendall Milton,rushing,2,2,1.0,0,2
CIN,Joe Flacco,rushing,1,-1,-1.0,0,-1
CLE,Dillon Gabriel,rushing,2,2,1.0,0,1
CLE,Jerome Ford,rushing,1,2,2.0,0,2
CLE,Isaiah Bond,rushing,1,8,8.0,0,8
CLE,Dylan Sampson,rushing,1,19,19.0,0,19
CLE,Shedeur Sanders,rushing,3,16,5.3,0,6
CLE,Quinshon Judkins,rushing,17,59,3.5,0,16
DAL,Javonte Williams,rushing,22,93,4.2,0,16
DAL,Hunter Luepke,rushing,1,5,5.0,0,5
DAL,Dak Prescott,rushing,4,-4,-1.0,0,-1
DAL,Malik Davis,rushing,4,20,5.0,0,9
DEN,RJ Harvey,rushing,11,30,2.7,0,7
DEN,Jaleel McLaughlin,rushing,6,19,3.2,1,5
DEN,Bo Nix,rushing,3,8,2.7,0,8
DEN,Marvin Mims Jr.,rushing,1,2,2.0,0,2
DET,David Montgomery,rushing,6,27,4.5,0,7
DET,Jahmyr Gibbs,rushing,12,39,3.3,0,11
DET,Jared Goff,rushing,1,-1,-1.0,0,-1
DET,Grant Stuard,rushing,1,0,0.0,0,0
DET,Jameson Williams,rushing,1,9,9.0,0,9
GB,Emanuel Wilson,rushing,11,40,3.6,1,11
GB,Josh Jacobs,rushing,7,40,5.7,0,15
GB,Bo Melton,rushing,1,17,17.0,0,17
GB,Malik Willis,rushing,1,16,16.0,0,16
GB,Chris Brooks,rushing,1,8,8.0,0,8
GB,Jordan Love,rushing,2,7,3.5,0,4
HOU,Woody Marks,rushing,18,44,2.4,0,12
HOU,Nick Chubb,rushing,3,17,5.7,0,8
HOU,Davis Mills,rushing,2,14,7.0,0,10
JAX,Travis Etienne Jr.,rushing,19,73,3.8,2,13
JAX,LeQuint Allen Jr.,rushing,8,36,4.5,0,12
JAX,Trevor Lawrence,rushing,5,9,1.8,1,4
JAX,Bhayshul Tuten,rushing,15,74,4.9,1,15
KC,Kareem Hunt,rushing,13,59,4.5,1,11
KC,Patrick Mahomes,rushing,1,3,3.0,0,3
LAC,Kimani Vidal,rushing,5,13,2.6,0,4
LAC,Amar Johnson,rushing,2,8,4.0,0,6
LAC,Trey Lance,rushing,3,1,0.3,0,1
LAC,Trayveon Williams,rushing,3,-1,-0.3,0,2
LAC,Justin Herbert,rushing,3,21,7.0,0,12
LAR,Kyren Williams,rushing,12,91,7.6,1,34
LAR,Puka Nacua,rushing,2,18,9.0,0,18
LAR,Blake Corum,rushing,8,10,1.3,0,6
LV,Geno Smith,rushing,4,14,3.5,0,7
LV,Raheem Mostert,rushing,2,6,3.0,0,4
LV,Ashton Jeanty,rushing,6,7,1.2,0,11
MIA,De'Von Achane,rushing,21,120,5.7,0,23
MIA,Ollie Gordon II,rushing,9,45,5.0,1,20
MIA,Jaylen Wright,rushing,1,4,4.0,0,4
MIN,Aaron Jones Sr.,rushing,16,70,4.4,0,14
MIN,Jordan Mason,rushing,6,45,7.5,1,16
NE,DeMario Douglas,rushing,1,-5,-5.0,0,-5
NE,Drake Maye,rushing,4,2,0.5,0,4
NE,D'Ernest Johnson,rushing,3,6,2.0,0,5
NE,TreVeyon Henderson,rushing,19,62,3.3,2,9
NYG,Jameis Winston,rushing,3,10,3.3,1,10
NYG,Devin Singletary,rushing,16,44,2.8,2,7
NYG,Tyrone Tracy Jr.,rushing,19,88,4.6,0,17
NYJ,Justin Fields,rushing,11,67,6.1,1,14
NYJ,Breece Hall,rushing,14,58,4.1,0,11
NYJ,Isaiah Davis,rushing,2,11,5.5,0,7
NYJ,Isaiah Williams,rushing,1,4,4.0,0,4
PHI,Saquon Barkley,rushing,26,83,3.2,0,14
PHI,Jalen Hurts,rushing,10,31,3.1,1,12
PHI,Tank Bigsby,rushing,4,34,8.5,0,17
PIT,Jaylen Warren,rushing,10,62,6.2,0,35
PIT,Kenny Gainwell,rushing,9,24,2.7,0,12
PIT,Aaron Rodgers,rushing,1,8,8.0,0,8
PIT,Connor Heyward,rushing,2,3,1.5,0,2
PIT,Kaleb Johnson,rushing,5,15,3.0,0,7
PIT,Mason Rudolph,rushing,1,-1,-1.0,0,-1
SEA,Zach Charbonnet,rushing,11,37,3.4,0,6
SEA,Jaxon Smith-Njigba,rushing,1,11,11.0,0,11
SEA,Sam Darnold,rushing,2,11,5.5,0,8
SEA,George Holani,rushing,2,6,3.0,0,4
SEA,Rashid Shaheed,rushing,1,2,2.0,0,2
SEA,AJ Barner,rushing,2,1,0.5,0,1
SEA,Kenneth Walker III,rushing,16,67,4.2,1,25
SF,Brock Purdy,rushing,1,-7,-7.0,0,-7
SF,Brian Robinson Jr.,rushing,8,24,3.0,0,7
SF,Christian McCaffrey,rushing,13,81,6.2,2,20
SF,Mac Jones,rushing,3,-3,-1.0,0,-1
TB,Sterling Shepard,rushing,1,7,7.0,0,7
TB,Tez Johnson,rushing,3,0,0.0,0,6
TB,Teddy Bridgewater,rushing,1,-1,-1.0,0,-1
TB,Sean Tucker,rushing,19,106,5.6,2,43
TB,Rachaad White,rushing,10,51,5.1,0,12
TB,Baker Mayfield,rushing,5,39,7.8,1,13
TEN,Tony Pollard,rushing,10,22,2.2,0,7
TEN,Tyjae Spears,rushing,4,3,0.8,0,1
TEN,Cam Ward,rushing,3,33,11.0,0,20
WSH,Jacory Croskey-Merritt,rushing,9,28,3.1,0,10
WSH,Deebo Samuel,rushing,1,3,3.0,0,3
WSH,Marcus Mariota,rushing,4,49,12.3,0,44
WSH,Chris Rodriguez Jr.,rushing,15,79,5.3,0,17
WSH,Jeremy McNichols,rushing,4,13,3.3,0,7
