team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
ARI,Chad Ryland,kicking,50.0,26,4,1,2,1,1
ATL,Zane Gonzalez,kicking,100.0,52,9,2,2,3,3
BAL,Tyler Loop,kicking,100.0,44,11,3,3,2,2
BUF,Matt Prater,kicking,100.0,39,8,1,1,5,5
CAR,Ryan Fitzgerald,kicking,100.0,34,10,3,3,1,1
CHI,Cairo Santos,kicking,80.0,54,13,4,5,1,1
CIN,Evan McPherson,kicking,100.0,48,6,2,2,0,0
CLE,Andre Szmyt,kicking,100.0,46,10,3,3,1,1
DAL,Brandon Aubrey,kicking,100.0,50,7,1,1,4,4
DEN,Wil Lutz,kicking,100.0,54,16,5,5,1,1
DET,Jake Bates,kicking,100.0,54,3,1,1,0,1
GB,Lucas Havrisik,kicking,0.0,0,1,0,0,1,3
HOU,Matthew Wright,kicking,100.0,43,10,3,3,1,1
JAX,Cam Little,kicking,0.0,0,5,0,0,5,5
KC,Harrison Butker,kicking,100.0,31,7,2,2,1,2
LAC,Cameron Dicker,kicking,100.0,46,6,2,2,0,0
LAR,Harrison Mevis,kicking,0.0,0,3,0,0,3,3
LV,Daniel Carlson,kicking,100.0,45,10,3,3,1,1
MIA,Riley Patterson,kicking,100.0,46,10,3,3,1,1
MIN,Will Reichard,kicking,100.0,31,5,1,1,2,2
NE,Andy Borregales,kicking,66.7,44,9,2,3,3,3
NYG,Younghoe Koo,kicking,0.0,0,2,0,0,2,3
NYJ,Nick Folk,kicking,0.0,0,2,0,0,2,2
PHI,Jake Elliott,kicking,100.0,49,10,3,3,1,1
PIT,Chris Boswell,kicking,100.0,30,10,2,2,4,4
SEA,Jason Myers,kicking,80.0,57,13,4,5,1,1
SF,Eddy Pineiro,kicking,100.0,48,11,3,3,2,4
TB,Chase McLaughlin,kicking,100.0,24,8,2,2,2,2
TEN,Joey Slye,kicking,100.0,56,7,2,2,1,1
WSH,Matt Gay,kicking,50.0,30,7,2,4,1,1
