team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
ARI,Matt Prater,kicking,100.0,26,7,1,1,4,4
ATL,Younghoe Koo,kicking,100.0,32,9,2,2,3,3
BAL,Justin Tucker,kicking,100.0,37,10,2,2,4,4
BUF,Tyler Bass,kicking,100.0,41,6,2,2,0,0
CAR,Zane Gonzalez,kicking,100.0,49,6,2,2,0,0
CHI,Cairo Santos,kicking,67.0,30,9,2,3,3,3
CIN,Evan McPherson,kicking,100.0,27,4,1,1,1,1
CLE,Chase McLaughlin,kicking,67.0,28,11,2,3,5,5
DEN,Brandon McManus,kicking,75.0,53,10,3,4,1,2
GB,Mason Crosby,kicking,0.0,0,1,0,2,1,1
HOU,Ka'imi Fairbairn,kicking,100.0,40,9,3,3,0,0
IND,Michael Badgley,kicking,100.0,39,9,1,1,6,6
JAX,Matthew Wright,kicking,75.0,55,9,3,4,0,0
KC,Harrison Butker,kicking,100.0,55,7,2,2,1,1
LAC,Dustin Hopkins,kicking,100.0,30,7,2,2,1,2
LAR,Matt Gay,kicking,100.0,54,10,3,3,1,1
LV,Daniel Carlson,kicking,75.0,32,10,3,4,1,1
MIA,Jason Sanders,kicking,100.0,42,5,1,1,2,2
MIN,Greg Joseph,kicking,100.0,36,7,1,1,4,4
NE,Nick Folk,kicking,50.0,37,6,1,2,3,3
NO,Brian Johnson,kicking,100.0,52,7,2,2,1,1
NYG,Graham Gano,kicking,100.0,38,11,3,3,2,2
NYJ,Matt Ammendola,kicking,100.0,33,6,1,1,3,3
PHI,Jake Elliott,kicking,100.0,24,6,1,1,3,3
PIT,Chris Boswell,kicking,100.0,54,11,3,3,2,3
SF,Robbie Gould,kicking,100.0,26,5,1,1,2,2
TEN,Randy Bullock,kicking,0.0,0,4,0,0,4,4
