week,opponent,result
1,ATL,WIN
2,TB,LOSS
3,CAR,LOSS
4,MIN,LOSS
5,SEA,WIN
6,CIN,LOSS
7,ARI,LOSS
8,LV,WIN
9,BAL,LOSS
10,PIT,LOSS
11,LAR,WIN
12,SF,LOSS
13,TB,LOSS
14,BYE,BYE
15,ATL,WIN
16,CLE,WIN
17,PHI,WIN
18,CAR,LOSS
