week,opponent,result
1,TEN,WIN
2,CAR,WIN
3,DAL,LOSS
4,CHI,WIN
5,GB,WIN
6,BAL,WIN
7,JAX,WIN
8,SEA,LOSS
9,BYE,BYE
10,HOU,WIN
11,DET,LOSS
12,DAL,LOSS
13,WSH,LOSS
14,PHI,LOSS
15,WSH,WIN
16,MIN,LOSS
17,IND,WIN
18,PHI,LOSS
