team,player,category,REC,YDS,AVG,TD,LONG,TGTS
CAR,Adam Thielen,receiving,48,615,13.19,5,40,62
CAR,Chuba Hubbard,receiving,43,171,3.74,1,20,54
CAR,Dan Chisena,receiving,3,37,12.33,0,23,4
CAR,David Moore,receiving,32,351,10.49,3,21,57
CAR,Deven Thompkins,receiving,4,20,5.65,0,12,4
CAR,Diontae Johnson,receiving,30,357,11.34,3,39,58
CAR,Feleipe Franks,receiving,1,12,4.0,0,12,3
CAR,Ian Thomas,receiving,3,7,1.67,0,3,6
CAR,Ja'Tavion Sanders,receiving,33,342,7.07,1,46,43
CAR,Jalen Coker,receiving,32,478,13.28,2,83,46
CAR,Jonathan Mingo,receiving,12,121,6.81,0,35,26
CAR,Jonathon Brooks,receiving,3,23,7.7,0,18,3
CAR,Jordan Matthews,receiving,0,0,0.0,0,0,1
CAR,Mike Boone,receiving,1,-2,-1.0,0,0,3
CAR,Miles Sanders,receiving,24,148,5.2,1,33,30
CAR,Sam Franklin Jr.,receiving,0,0,0.0,0,0,1
CAR,Stephen Sullivan,receiving,0,0,0.0,0,0,1
CAR,Tommy Tremble,receiving,23,234,8.75,2,38,32
CAR,Xavier Legette,receiving,49,497,10.27,4,35,84
