team,player,category,INT,YDS,TD
PIT,Ahkello Witherspoon,interceptions,3,45,0
PIT,Cameron Heyward,interceptions,1,0,0
PIT,Cameron Sutton,interceptions,2,4,0
PIT,James Pierre,interceptions,1,0,0
PIT,Joe Schobert,interceptions,1,23,0
PIT,Minkah Fitzpatrick,interceptions,2,18,0
PIT,Terrell Edmunds,interceptions,2,15,0
PIT,Tre Norwood,interceptions,1,0,0
