team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
ATL,Desmond Ridder,passing,347,8.7,1,1,3,26,40
BAL,Lamar Jackson,passing,316,7.3,3,1,2,24,43
BUF,Josh Allen,passing,233,5.5,1,1,3,23,42
CAR,Bryce Young,passing,137,3.8,0,0,4,13,36
CHI,Justin Fields,passing,223,6.8,1,0,3,19,33
CIN,Jake Browning,passing,275,11.5,2,1,0,18,24
CIN,AJ McCarron,passing,-1,-1.0,0,0,0,1,1
CLE,Joe Flacco,passing,311,6.9,3,1,1,26,45
DAL,Dak Prescott,passing,271,6.9,2,0,3,24,39
DEN,Russell Wilson,passing,224,6.8,2,1,2,21,33
DET,Jared Goff,passing,161,4.6,1,2,4,20,35
GB,Jordan Love,passing,218,5.6,1,1,2,25,39
HOU,C.J. Stroud,passing,91,4.0,0,0,4,10,23
HOU,Davis Mills,passing,4,0.8,0,0,1,1,5
IND,Gardner Minshew II,passing,240,6.2,1,1,3,26,39
JAX,Trevor Lawrence,passing,257,5.1,3,3,4,28,50
KC,Patrick Mahomes,passing,271,6.3,1,1,1,25,43
LAC,Keenan Allen,passing,0,0.0,0,0,0,0,1
LAC,Easton Stick,passing,179,7.5,0,0,2,13,24
LAC,Justin Herbert,passing,96,5.6,0,1,4,9,17
LAR,Matthew Stafford,passing,294,7.2,3,0,2,23,41
LV,Aidan O'Connell,passing,171,5.3,0,1,4,21,32
MIA,Tua Tagovailoa,passing,240,7.3,0,0,5,23,33
MIN,Nick Mullens,passing,83,6.4,0,0,0,9,13
MIN,Joshua Dobbs,passing,63,2.7,0,0,5,10,23
NE,Bailey Zappe,passing,240,8.6,3,1,2,19,28
NO,Derek Carr,passing,119,4.6,2,1,1,18,26
NYG,Tommy DeVito,passing,158,7.5,1,0,0,17,21
NYJ,Zach Wilson,passing,301,8.4,2,0,4,27,36
PHI,Jalen Hurts,passing,197,7.3,0,0,1,18,27
PHI,Braden Mann,passing,28,28.0,0,0,0,1,1
PIT,Connor Heyward,passing,0,0.0,0,0,0,0,1
PIT,Mitchell Trubisky,passing,190,5.4,1,1,2,22,35
SEA,Drew Lock,passing,269,8.7,2,2,4,22,31
SF,Brock Purdy,passing,368,13.6,2,1,3,19,27
TB,Baker Mayfield,passing,144,5.0,2,0,1,14,29
TEN,Will Levis,passing,327,8.6,1,1,1,23,38
