team,player,category,FUM,LOST
ATL,Desmond Ridder,fumbles,2,0
ATL,MyCole Pruitt,fumbles,1,0
ATL,Dee Alford,fumbles,1,0
ATL,Keith Smith,fumbles,0,0
BAL,Tyler Linderbaum,fumbles,1,0
BUF,Taron Johnson,fumbles,0,0
BUF,Latavius Murray,fumbles,1,0
CAR,Johnny Hekker,fumbles,1,1
CAR,Bryce Young,fumbles,1,1
CAR,Adam Thielen,fumbles,1,0
CAR,DJ Chark,fumbles,0,0
CHI,Jaylon Johnson,fumbles,1,0
CHI,T.J. Edwards,fumbles,0,0
CIN,DJ Ivey,fumbles,0,0
CLE,Anthony Walker Jr.,fumbles,0,0
CLE,Amari Cooper,fumbles,1,1
CLE,Joe Flacco,fumbles,1,1
DAL,Donovan Wilson,fumbles,0,0
DAL,Malik Hooker,fumbles,0,0
DAL,Damone Clark,fumbles,0,0
DAL,Dak Prescott,fumbles,1,1
DEN,Josey Jewell,fumbles,0,0
DET,Jahmyr Gibbs,fumbles,1,0
DET,Jared Goff,fumbles,1,1
GB,Jordan Love,fumbles,1,1
GB,Rudy Ford,fumbles,0,0
GB,Keisean Nixon,fumbles,2,1
GB,Carrington Valentine,fumbles,0,0
HOU,C.J. Stroud,fumbles,1,0
HOU,Adrian Amos,fumbles,0,0
HOU,Desmond King II,fumbles,1,0
HOU,Khalil Davis,fumbles,0,0
IND,Isaiah McKenzie,fumbles,1,1
JAX,Parker Washington,fumbles,1,1
JAX,Devin Lloyd,fumbles,0,0
JAX,Jeremiah Ledbetter,fumbles,0,0
KC,Rashee Rice,fumbles,1,1
LAC,Easton Stick,fumbles,2,1
LAC,Austin Ekeler,fumbles,0,0
LAR,Austin Trammell,fumbles,2,0
LV,Hunter Renfrow,fumbles,1,1
LV,Dylan Parham,fumbles,1,0
LV,Aidan O'Connell,fumbles,0,0
LV,Greg Van Roten,fumbles,1,1
MIA,Elijah Campbell,fumbles,0,0
MIA,Bradley Chubb,fumbles,0,0
MIA,Tua Tagovailoa,fumbles,2,1
MIN,Jay Ward,fumbles,0,0
MIN,Mekhi Blackmon,fumbles,0,0
NO,Pete Werner,fumbles,0,0
NO,D'Marco Jackson,fumbles,0,0
NYG,Bobby McCain,fumbles,1,1
NYG,Saquon Barkley,fumbles,1,1
NYG,Benton Whitley,fumbles,0,0
NYG,Xavier McKinney,fumbles,0,0
NYJ,Zach Wilson,fumbles,1,1
PHI,DeVonta Smith,fumbles,1,1
PHI,A.J. Brown,fumbles,1,1
PHI,Jalen Hurts,fumbles,1,1
PHI,Jalen Carter,fumbles,0,0
PIT,Calvin Austin III,fumbles,1,0
SEA,Riq Woolen,fumbles,0,0
SF,Brandon Aiyuk,fumbles,1,1
TB,Rachaad White,fumbles,1,0
TB,Robert Hainsey,fumbles,1,0
TEN,Will Levis,fumbles,1,1
TEN,Eric Garror,fumbles,1,1
TEN,Tyjae Spears,fumbles,1,0
TEN,TK McLendon Jr.,fumbles,0,0
