team,player,category,INT,YDS,TD
BUF,AJ Epenesa,interceptions,1,6,0
CAR,Derrick Brown,interceptions,1,2,0
CHI,Jaylon Johnson,interceptions,1,7,0
CHI,Tremaine Edmunds,interceptions,1,6,0
CIN,B.J. Hill,interceptions,1,0,0
CLE,Martin Emerson Jr.,interceptions,2,11,0
CLE,Greg Newsome II,interceptions,1,0,0
DEN,Jonathon Cooper,interceptions,1,4,0
IND,Ronnie Harrison Jr.,interceptions,1,36,1
JAX,Darious Williams,interceptions,1,11,0
KC,Chamarri Conner,interceptions,1,4,0
LAC,Michael Davis,interceptions,1,0,0
LAR,Ahkello Witherspoon,interceptions,1,17,0
MIA,Zach Sieler,interceptions,1,5,1
MIN,Ivan Pace Jr.,interceptions,1,0,0
NE,Jabrill Peppers,interceptions,1,32,0
NYG,Jason Pinnock,interceptions,1,21,0
PIT,Mykal Walker,interceptions,1,30,0
SEA,Julian Love,interceptions,1,7,0
SF,Dre Greenlaw,interceptions,0,16,0
SF,Ji'Ayir Brown,interceptions,1,0,0
SF,Fred Warner,interceptions,1,-3,0
TB,Carlton Davis III,interceptions,1,0,0
