team,player,category,CAR,YDS,AVG,TD,LONG
ATL,Tyler Allgeier,rushing,9,40,4.4,0,9
ATL,Bijan Robinson,rushing,10,34,3.4,1,8
ATL,Desmond Ridder,rushing,4,15,3.8,1,7
ATL,Cordarrelle Patterson,rushing,3,7,2.3,0,6
BAL,Gus Edwards,rushing,6,15,2.5,0,5
BAL,Keaton Mitchell,rushing,9,54,6.0,0,27
BAL,Lamar Jackson,rushing,11,70,6.4,0,16
BUF,James Cook III,rushing,10,58,5.8,0,15
BUF,Ty Johnson,rushing,5,19,3.8,0,7
BUF,Latavius Murray,rushing,3,9,3.0,0,4
BUF,Josh Allen,rushing,10,32,3.2,1,8
CAR,Johnny Hekker,rushing,1,-11,-11.0,0,-11
CAR,Raheem Blackshear,rushing,1,4,4.0,0,4
CAR,Ihmir Smith-Marsette,rushing,1,10,10.0,0,10
CAR,Bryce Young,rushing,3,40,13.3,0,21
CAR,Chuba Hubbard,rushing,23,87,3.8,0,13
CAR,Miles Sanders,rushing,10,74,7.4,0,48
CHI,Justin Fields,rushing,12,58,4.8,1,19
CHI,D'Onta Foreman,rushing,11,50,4.5,0,13
CHI,DJ Moore,rushing,3,20,6.7,1,16
CHI,Khalil Herbert,rushing,3,8,2.7,0,4
CHI,Roschon Johnson,rushing,1,6,6.0,0,6
CIN,Joe Mixon,rushing,21,79,3.8,1,18
CIN,Chase Brown,rushing,8,25,3.1,0,10
CIN,Jake Browning,rushing,3,7,2.3,1,4
CLE,Pierre Strong Jr.,rushing,1,0,0.0,0,0
CLE,Dorian Thompson-Robinson,rushing,1,5,5.0,0,5
CLE,Kareem Hunt,rushing,10,27,2.7,1,9
CLE,Jerome Ford,rushing,12,51,4.3,0,26
CLE,Joe Flacco,rushing,4,-1,-0.3,0,2
DAL,Dak Prescott,rushing,3,11,3.7,0,4
DAL,KaVontae Turpin,rushing,1,22,22.0,0,22
DAL,Rico Dowdle,rushing,12,46,3.8,1,9
DAL,Tony Pollard,rushing,16,59,3.7,0,11
DEN,Samaje Perine,rushing,2,8,4.0,0,5
DEN,Russell Wilson,rushing,6,5,0.8,0,7
DEN,Michael Burton,rushing,1,2,2.0,0,2
DEN,Javonte Williams,rushing,17,66,3.9,1,20
DEN,Jaleel McLaughlin,rushing,5,25,5.0,0,9
DET,Sam LaPorta,rushing,1,4,4.0,0,4
DET,David Montgomery,rushing,10,66,6.6,0,13
DET,Jared Goff,rushing,1,0,0.0,0,0
DET,Jahmyr Gibbs,rushing,11,66,6.0,1,36
DET,Jameson Williams,rushing,1,4,4.0,0,4
GB,AJ Dillon,rushing,15,53,3.5,0,8
GB,Jayden Reed,rushing,4,38,9.5,1,20
GB,Patrick Taylor Jr.,rushing,4,30,7.5,0,14
GB,Jordan Love,rushing,2,2,1.0,0,2
HOU,Dare Ogunbowale,rushing,2,7,3.5,0,4
HOU,Dameon Pierce,rushing,4,9,2.3,0,4
HOU,Devin Singletary,rushing,13,65,5.0,1,17
IND,Zack Moss,rushing,13,28,2.2,0,12
IND,Trey Sermon,rushing,3,13,4.3,0,8
IND,Gardner Minshew II,rushing,2,5,2.5,0,6
JAX,Trevor Lawrence,rushing,3,11,3.7,0,7
JAX,D'Ernest Johnson,rushing,3,12,4.0,0,6
JAX,Travis Etienne Jr.,rushing,14,35,2.5,1,16
