week,opponent,result
1,IND,WIN
2,CHI,WIN
3,MIN,LOSS
4,JAX,WIN
5,BUF,WIN
6,NE,WIN
7,GB,LOSS
8,IND,WIN
9,NYJ,LOSS
10,DET,LOSS
11,DAL,WIN
12,TEN,LOSS
13,JAX,WIN
14,BYE,BYE
15,MIA,WIN
16,KC,LOSS
17,BAL,LOSS
18,TEN,WIN
