team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
KC,Carson Wentz,passing,118,7.9,0,0,4,12,19
KC,Chris Oladokun,passing,0,0.0,0,0,1,0,0
KC,Patrick Mahomes,passing,3928,6.81,26,11,36,392,581
