team,player,category,INT,YDS,TD
KC,Bryan Cook,interceptions,2,0,0
KC,Chamarri Conner,interceptions,2,32,0
KC,Chris Roland-Wallace,interceptions,1,0,0
KC,Jaden Hicks,interceptions,3,50,0
KC,Jaylen Watson,interceptions,0,12,0
KC,Justin Reid,interceptions,2,8,0
KC,Nick Bolton,interceptions,1,0,0
KC,Trent McDuffie,interceptions,2,0,0
