team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
ATL,Younghoe Koo,kicking,0.0,0,3,0,0,3,3
BAL,Justin Tucker,kicking,100.0,52,10,3,3,1,1
BUF,Tyler Bass,kicking,100.0,34,7,1,1,4,4
CAR,Zane Gonzalez,kicking,100.0,41,4,1,1,1,1
CHI,Cairo Santos,kicking,75.0,43,10,3,4,1,1
CIN,Evan McPherson,kicking,100.0,51,11,2,2,5,5
CLE,Chase McLaughlin,kicking,50.0,46,4,1,2,1,1
DAL,Greg Zuerlein,kicking,67.0,45,7,2,3,1,2
DEN,Brandon McManus,kicking,0.0,0,4,0,0,4,4
DET,Riley Patterson,kicking,0.0,0,2,0,0,2,2
GB,Mason Crosby,kicking,75.0,45,12,3,4,3,3
HOU,Ka'imi Fairbairn,kicking,0.0,0,2,0,1,2,2
IND,Michael Badgley,kicking,100.0,45,7,1,1,4,4
JAX,Matthew Wright,kicking,100.0,34,6,2,2,0,0
LAC,Dustin Hopkins,kicking,0.0,0,1,0,1,1,1
LAR,Matt Gay,kicking,100.0,39,8,2,2,2,2
LV,Daniel Carlson,kicking,100.0,56,18,5,5,3,3
MIA,Jason Sanders,kicking,100.0,46,9,2,2,3,4
MIN,Greg Joseph,kicking,0.0,0,2,0,0,2,3
NE,Nick Folk,kicking,83.0,52,18,5,6,3,3
NYG,Graham Gano,kicking,67.0,39,7,2,3,1,1
NYJ,Matt Ammendola,kicking,67.0,37,7,2,3,1,1
PHI,Jake Elliott,kicking,0.0,0,1,0,0,1,1
PIT,Chris Boswell,kicking,100.0,40,4,1,1,1,1
SEA,Jason Myers,kicking,0.0,0,1,0,0,1,1
SF,Robbie Gould,kicking,67.0,46,10,2,3,4,4
TB,Ryan Succop,kicking,100.0,25,8,1,1,5,5
TEN,Randy Bullock,kicking,0.0,0,1,0,1,1,2
WSH,Joey Slye,kicking,100.0,23,3,1,1,0,1
